name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence,method_used,approach2_prediction,approach2_confidence,approach4_prediction,approach4_confidence
HP ZBook v2,BC498784578,hp zbook v2,8,,Technology,0.9361376762390137,zeroshot_high_conf,Services,0.7702748867442993,Technology,0.9361376762390137
Used Office 365 Business annual,BC467126134,used office 365 business annual,6,,Furniture,0.6911056318602463,semantic_conf,Furniture,0.7678951465113848,Technology,0.6547288656234741
abonnement internet,BC301637382,abonnement internet,17,Services,Furniture,0.6820943903181519,semantic_conf,Furniture,0.7578826559090577,Technology,0.5310981273651123
32-inch Screen gaming,BC176100340,32-inch screen gaming,8,,Technology,0.896151065826416,zeroshot_high_conf,Services,0.7556510659625916,Technology,0.896151065826416
Kimball escritorio,BC204281005,kimball escritorio,14,,Technology,0.6874457117902006,semantic_conf,Technology,0.7638285686557785,Services,0.6055375814437866
Salesforce annual,BC806832877,salesforce annual,6,,Furniture,0.6845984318575761,semantic_conf,Furniture,0.7606649242861956,Technology,0.6635664224624633
desk chair,BC664994379,desk chair,3,Furniture,Furniture,0.9133207201957703,zeroshot_high_conf,Technology,0.7751107122744837,Furniture,0.9133207201957703
phone support,BC484360237,phone support,13,Services,Services,0.8515549898147583,zeroshot_high_conf,Furniture,0.7894936847721645,Services,0.8515549898147583
armario,BC690520920,armario,2,Furniture,Services,0.6923557679897135,semantic_conf,Services,0.7692841866552372,Furniture,0.6167914867401123
SOFTWARE SUPPORT,BC588920837,software support,13,,Furniture,0.7146711630852618,semantic_conf,Furniture,0.7940790700947353,Services,0.63831045627594
workstation,BC241273318,workstation,20,Technology,Services,0.6759650240489157,semantic_conf,Services,0.7510722489432397,Furniture,0.701039958000183
soffa,BC713763535,soffa,11,Furniture,Furniture,0.9171843528747559,zeroshot_high_conf,Technology,0.7567403924965821,Furniture,0.9171843528747559
Desk Model D-100,BC447302779,desk model d-100,1,,Furniture,0.8674560189247131,zeroshot_high_conf,Technology,0.7791098113229443,Furniture,0.8674560189247131
API subscription,BC974947794,api subscription,6,,Furniture,0.6843426027617356,semantic_conf,Furniture,0.7603806697352617,Services,0.6523987650871277
lounge chair,BC702549133,lounge chair,19,Furniture,Furniture,0.8558123707771301,zeroshot_high_conf,Technology,0.7858685601853727,Furniture,0.8558123707771301
Office 365 E3,BC986594254,office 365 e3,6,,Furniture,0.6885588207564255,semantic_conf,Furniture,0.7650653563960284,Technology,0.6275325417518616
skrivbord Model X-438,BC119744516,skrivbord model x-438,1,,Technology,0.6993882854614171,semantic_conf,Technology,0.7770980949571301,Furniture,0.5082763195037842
Herman Miller fabric sedia,BC708491359,herman miller fabric sedia,14,,Technology,0.6821958777295317,semantic_conf,Technology,0.7579954196994797,Furniture,0.629706859588623
sofá,BC821283444,sofa,11,Furniture,Furniture,0.9882047176361084,zeroshot_high_conf,Technology,0.7904008043312989,Furniture,0.9882047176361084
service agreement - Refurbished,BC936560721,service agreement - refurbished,15,,Services,0.9458505511283875,zeroshot_high_conf,Furniture,0.7451861472125637,Services,0.9458505511283875
диван,BC778812730,диван,11,Furniture,Technology,0.6997664999220338,semantic_conf,Technology,0.7775183332467042,Services,0.4850142002105713
desk,BC350175561,desk,3,Furniture,Furniture,0.936634361743927,zeroshot_high_conf,Technology,0.7825004961337366,Furniture,0.936634361743927
reception sofa,BC665646221,reception sofa,5,Furniture,Furniture,0.9645913243293762,zeroshot_high_conf,Technology,0.7793516139066672,Furniture,0.9645913243293762
ERP system annual,BC349978373,erp system annual,4,,Furniture,0.6778285154969315,semantic_conf,Furniture,0.7531427949965905,Technology,0.6577461361885071
network support,BC817539340,network support,13,Services,Furniture,0.7075090749295153,semantic_conf,Furniture,0.7861211943661282,Services,0.6149542331695557
sofá,BC921879587,sofa,11,Furniture,Furniture,0.9882047176361084,zeroshot_high_conf,Technology,0.7904008043312989,Furniture,0.9882047176361084
lounge chair,BC509715619,lounge chair,19,Furniture,Furniture,0.8558123707771301,zeroshot_high_conf,Technology,0.7858685601853727,Furniture,0.8558123707771301
sofa,BC126749178,sofa,11,Furniture,Furniture,0.9888992309570312,zeroshot_high_conf,Technology,0.7904008043312989,Furniture,0.9888992309570312
taask chair,BC509682018,taask chair,14,Furniture,Furniture,0.877249002456665,zeroshot_high_conf,Technology,0.7743956973140732,Furniture,0.877249002456665
black counch,BC591759000,black counch,19,Furniture,Technology,0.6787237419876514,semantic_conf,Technology,0.7541374910973905,Furniture,0.70782470703125
Office 365 subscription,BC332866519,office 365 subscription,6,,Furniture,0.6962263443789384,semantic_conf,Furniture,0.7735848270877093,Technology,0.5932755589485168
Workstation WS-Pro,BC746716453,workstation ws-pro,8,,Services,0.7008564495358576,semantic_conf,Services,0.7787293883731751,Technology,0.6441497206687927
security support basic,BC670866707,security support basic,13,Services,Furniture,0.6993666393788257,semantic_conf,Furniture,0.7770740437542507,Services,0.6836383581161499
Kimball reception sofa,BC924913247,kimball reception sofa,5,,Furniture,0.9777796864509583,zeroshot_high_conf,Technology,0.7688319305456137,Furniture,0.9777796864509583
소프트웨어,BC466990085,소프트웨어,2,Services,Services,0.666676137948591,semantic_conf,Services,0.7407512643873234,Furniture,0.5385036885738372
plastic cadeira,BC937649523,plastic cadeira,14,Furniture,Technology,0.6857665416585174,semantic_conf,Technology,0.7619628240650193,Furniture,0.4802686214447021
servicio de internet,BC814298538,servicio de internet,7,Services,Services,0.9338756799697876,zeroshot_high_conf,Furniture,0.7773150370819597,Services,0.9338756799697876
Herman Miller Chair Model C-300,BC531168733,herman miller chair model c-300,14,,Furniture,0.9692318439483643,zeroshot_high_conf,Technology,0.7627009679859177,Furniture,0.9692318439483643
ITSM service,BC496284441,itsm service,7,,Furniture,0.7053692727956082,semantic_conf,Furniture,0.7837436364395647,Services,0.759305477142334
стол Model Pro-901,BC385417366,стол model pro-901,1,,Technology,0.70503685671424,semantic_conf,Technology,0.7833742852380444,Furniture,0.5130554437637329
CDN SERVICE,BC744154611,cdn service,7,,Services,0.982368528842926,zeroshot_high_conf,Furniture,0.7779866622192888,Services,0.982368528842926
OneDrive storage annual agreement,BC879394493,onedrive storage annual agreement,15,,Technology,0.7126787602901459,zeroshot_fallback,Furniture,0.7540988893504726,Technology,0.7918652892112732
office sofa,BC440096507,office sofa,5,Furniture,Furniture,0.9846997857093811,zeroshot_high_conf,Technology,0.7742960075414633,Furniture,0.9846997857093811
premium seet,BC264013159,premium seet,19,Furniture,Technology,0.682931430557674,semantic_conf,Technology,0.7588127006196378,Furniture,0.6953234195709228
divan,BC659568869,divan,11,Furniture,Furniture,0.9006837606430054,zeroshot_high_conf,Technology,0.7780407083535157,Furniture,0.9006837606430054
seet,BC244816382,seet,19,Furniture,Technology,0.6933919384273944,semantic_conf,Technology,0.7704354871415494,Furniture,0.5368335902690887
phone support,BC779937154,phone support,13,Services,Services,0.8515549898147583,zeroshot_high_conf,Furniture,0.7894936847721645,Services,0.8515549898147583
mesh cabnet,BC548108259,mesh cabnet,16,Furniture,Technology,0.6967672937483731,semantic_conf,Technology,0.7741858819426367,Furniture,0.49728076457977294
Anti-virus per device,BC988651295,anti-virus per device,17,,Technology,0.8214462995529175,zeroshot_high_conf,Furniture,0.77256232624292,Technology,0.8214462995529175
business computer,BC283486349,business computer,9,Technology,Technology,0.8518314361572266,zeroshot_high_conf,Services,0.7546024728427624,Technology,0.8518314361572266
hardware maintenance,BC317228954,hardware maintenance,13,Services,Furniture,0.6840750975640216,semantic_conf,Furniture,0.7600834417378017,Services,0.6219668388366699
Adobe CC All Apps standard,BC493369637,adobe cc all apps standard,6,,Technology,0.7069168388843536,zeroshot_fallback,Furniture,0.7567491375430315,Technology,0.7854631543159485
Ofice 365,BC198682372,ofice 365,6,,Furniture,0.6881259122214218,semantic_conf,Furniture,0.764584346912691,Technology,0.553628784418106
mini PC Gen 3,BC873309842,mini piece gen 3,8,,Technology,0.9428735971450806,zeroshot_high_conf,Services,0.7551305385997681,Technology,0.9428735971450806
standing desk,BC487541399,standing desk,3,Furniture,Furniture,0.836651623249054,zeroshot_high_conf,Technology,0.777161946519784,Furniture,0.836651623249054
SaaS subscription volume license,BC733830783,saas subscription volume license,15,,Furniture,0.6820859644886066,semantic_conf,Furniture,0.7578732938762295,Services,0.7139700651168823
gray schreibtisch Model X-327,BC634323575,gray schreibtisch model x-327,1,,Technology,0.6927738507423314,semantic_conf,Technology,0.7697487230470349,Furniture,0.5901260733604431
컴퓨터,BC602935000,컴퓨터,2,Technology,Services,0.6705428104644602,semantic_conf,Services,0.7450475671827336,Furniture,0.5557628452777862
16GB RAM Computer,BC164542674,16gb ram computer,9,,Technology,0.9500055313110352,zeroshot_high_conf,Services,0.7436702061305737,Technology,0.9500055313110352
deluxe height adjustable desk,BC713119661,deluxe height adjustable desk,3,Furniture,Furniture,0.8425981402397156,zeroshot_high_conf,Technology,0.7526349928225794,Furniture,0.8425981402397156
Teknion armoire,BC427413432,teknion armoire,21,,Furniture,0.7177418589591981,zeroshot_fallback,Services,0.754548669460507,Furniture,0.7974909543991089
Reception Sofa RS-100,BC840447097,reception sofa rs-100,5,,Furniture,0.9867373704910278,zeroshot_high_conf,Technology,0.7670193532979941,Furniture,0.9867373704910278
ergonomic chair,BC324130818,ergonomic chair,14,Furniture,Technology,0.7059221622334685,semantic_conf,Technology,0.7843579580371872,Furniture,0.7789594531059265
service agreement,BC128008008,service agreement,15,Services,Services,0.9744166135787964,zeroshot_high_conf,Furniture,0.7628249497409451,Services,0.9744166135787964
metal computer desk,BC779580831,metal computer desk,3,Furniture,Technology,0.6951807713132249,semantic_conf,Technology,0.7724230792369166,Furniture,0.7060790061950684
1080p Monitor quiet,BC786031600,1080p monitor quiet,12,,Technology,0.7039186656475067,zeroshot_fallback,Services,0.7482987058663331,Technology,0.7821318507194519
office sofa,BC538719265,office sofa,5,Furniture,Furniture,0.9846997857093811,zeroshot_high_conf,Technology,0.7742960075414633,Furniture,0.9846997857093811
chaise Model X-195,BC750637748,chaise model x-195,1,,Furniture,0.9630211591720581,zeroshot_high_conf,Technology,0.7863569612672497,Furniture,0.9630211591720581
인터넷 서비스 license,BC219483835,인터넷 서비스 license,15,Services,Furniture,0.6630949054237414,semantic_conf,Furniture,0.7367721171374905,Services,0.5032341063022613
support contract basic,BC501387022,support contract basic,13,Services,Furniture,0.6940083904297748,semantic_conf,Furniture,0.7711204338108608,Services,0.7289320230484009
storage cabinet,BC543352165,storage cabinet,16,Furniture,Technology,0.7039353900523129,semantic_conf,Technology,0.7821504333914587,Services,0.54937664270401
workstation Model Pro-997,BC836527450,workstation model pro-997,1,,Technology,0.8944031527629367,agreement,Technology,0.7861992473771741,Technology,0.5898056030273438
tavolo Model B-891,BC678700154,tavolo model b-891,1,,Technology,0.7009842534694585,semantic_conf,Technology,0.7788713927438428,Furniture,0.6639382123947143
Aeron chair,BC546626348,aeron chair,14,,Furniture,0.9250553250312805,zeroshot_high_conf,Technology,0.7829634477680222,Furniture,0.9250553250312805
work table,BC424620301,work table,10,Furniture,Furniture,0.8424681425094604,zeroshot_high_conf,Technology,0.7685725977580232,Furniture,0.8424681425094604
copyer,BC663961987,copyer,20,Technology,Services,0.9297473382283584,agreement,Services,0.7427016110495629,Services,0.6876789093017578
glass seat Model Pro-310,BC699602642,glass seat model pro-310,1,,Furniture,0.8257191777229309,zeroshot_high_conf,Technology,0.782110428350227,Furniture,0.8257191777229309
HP ProBook,BC324422284,hp probook,8,,Technology,0.9005262851715088,zeroshot_high_conf,Services,0.7801379057338623,Technology,0.9005262851715088
Allsteel bureau,BC930888412,allsteel bureau,6,,Furniture,0.9025171863998501,agreement,Furniture,0.7430419169886797,Furniture,0.6454460620880127
executive chair,BC333203933,executive chair,19,Furniture,Furniture,0.8202701210975647,zeroshot_high_conf,Technology,0.7620928634309171,Furniture,0.8202701210975647
armchair,BC404957218,armchair,19,Furniture,Furniture,0.9523468613624573,zeroshot_high_conf,Technology,0.7757379759454129,Furniture,0.9523468613624573
SQL Server,BC293028062,sql server,4,,Technology,0.8064653873443604,zeroshot_high_conf,Furniture,0.7588891595900964,Technology,0.8064653873443604
Windows 10 Pro limited contract,BC634239338,windows 10 pro limited contract,6,,Technology,0.8578737378120422,zeroshot_high_conf,Furniture,0.7451633655055254,Technology,0.8578737378120422
Azure subscription,BC435418436,azure subscription,6,,Furniture,0.6834258773646256,semantic_conf,Furniture,0.7593620859606951,Technology,0.5908599257469177
B&W printer,BC241246317,bw printer,18,,Services,0.6912611415323021,semantic_conf,Services,0.7680679350358912,Technology,0.7491896748542786
Internet-Service volume license,BC173955669,internet-service volume license,15,,Services,0.7039543926715851,zeroshot_fallback,Furniture,0.7691117496486294,Services,0.7821715474128723
iCloud storage,BC506994931,icloud storage,7,,Technology,0.8555589914321899,zeroshot_high_conf,Furniture,0.7630167768700151,Technology,0.8555589914321899
bookcase Model Pro-320,BC494152254,bookcase model pro-320,1,,Furniture,0.8917542695999146,zeroshot_high_conf,Technology,0.7789445872476269,Furniture,0.8917542695999146
IKEA Lounge Seating LS-200,BC364404457,ikea lounge seating ls-200,5,,Furniture,0.9827920198440552,zeroshot_high_conf,Technology,0.7441257456815695,Furniture,0.9827920198440552
SIP trunk monthly,BC333471497,sip trunk monthly,6,,Furniture,0.670753673585405,semantic_conf,Furniture,0.7452818595393389,Services,0.6310570478439331
fabric conference chair,BC158559749,fabric conference chair,14,Furniture,Furniture,0.7102679908275604,zeroshot_fallback,Technology,0.7686366369312302,Furniture,0.7891866564750671
mobile plan unlimited,BC106174601,mobile plan unlimited,7,Services,Furniture,0.6930452197465207,semantic_conf,Furniture,0.7700502441628008,Technology,0.6158108711242676
small executive chair,BC979447956,small executive chair,14,Furniture,Furniture,0.711577445268631,zeroshot_fallback,Technology,0.7622322966640488,Furniture,0.7906416058540344
Azure subscription,BC350707551,azure subscription,6,,Furniture,0.6834258773646256,semantic_conf,Furniture,0.7593620859606951,Technology,0.5908599257469177
의자 Model X-817,BC438126323,의자 model x-817,1,,Technology,0.6902435620460423,semantic_conf,Technology,0.7669372911622693,Furniture,0.5247772336006165
Steelcase desk Model A-702,BC635148365,steelcase desk model a-702,1,,Furniture,0.9678760766983032,zeroshot_high_conf,Technology,0.7813607211282422,Furniture,0.9678760766983032
dedicated line per user,BC113545781,dedicated line per user,17,Services,Furniture,0.6835198771212068,semantic_conf,Furniture,0.7594665301346741,Services,0.48386024236679076
security support volume license service,BC246698943,security support volume license service,15,Services,Services,0.8289913535118103,zeroshot_high_conf,Furniture,0.7685352535243618,Services,0.8289913535118103
remote support premium agreement,BC391317298,remote support premium agreement,15,Services,Furniture,0.6736426923748065,semantic_conf,Furniture,0.7484918804164516,Services,0.6467480063438416
Adobe CC All Apps,BC404007541,adobe cc all apps,6,,Technology,0.7088679313659668,zeroshot_fallback,Furniture,0.7595979415400713,Technology,0.7876310348510742
executive chair,BC416447391,executive chair,19,Furniture,Furniture,0.8202701210975647,zeroshot_high_conf,Technology,0.7620928634309171,Furniture,0.8202701210975647
inkjet printer certified,BC297543237,inkjet printer certified,18,Technology,Technology,0.7068645894527436,zeroshot_fallback,Services,0.7605602531892726,Technology,0.7854050993919373
Global deluxe шкаф,BC850282713,global deluxe шкаф,16,,Technology,0.6881211929888669,semantic_conf,Technology,0.7645791033209631,Furniture,0.5476517617702483
ordenador,BC806019487,ordenador,9,Technology,Services,0.6778405495235588,semantic_conf,Services,0.7531561661372875,Furniture,0.5369700253009796
Lounge Seating LS-200 Model C-221,BC454601784,lounge seating ls-200 model c-221,1,,Furniture,0.9134988188743591,zeroshot_high_conf,Technology,0.7739730234315564,Furniture,0.9134988188743591
Internet-Service,BC521359675,internet-service,7,,Furniture,0.704015561905792,semantic_conf,Furniture,0.7822395132286577,Services,0.7248151302337646
iCloud storage,BC986108130,icloud storage,7,,Technology,0.8555589914321899,zeroshot_high_conf,Furniture,0.7630167768700151,Technology,0.8555589914321899
compter quiet,BC386156035,compter quiet,21,Technology,Services,0.6612779265073763,semantic_conf,Services,0.7347532516748625,Technology,0.6018183827400208
skrivbord,BC566531276,skrivbord,10,Furniture,Technology,0.6619209847355321,semantic_conf,Technology,0.7354677608172578,Furniture,0.5232302665710449
cabnit,BC711028819,cabnit,16,Furniture,Technology,0.8060268615231738,agreement,Technology,0.7577000716627905,Technology,0.4823412537574768
scren,BC281736451,scren,20,Technology,Services,0.6545892129489096,semantic_conf,Services,0.7273213477210106,Technology,0.49602019786834717
ITSM service unlimited,BC444390192,itsm service unlimited,7,,Furniture,0.6970126360329892,semantic_conf,Furniture,0.7744584844810991,Services,0.6777166128158569
office desk,BC662906773,office desk,3,Furniture,Furniture,0.8796947598457336,zeroshot_high_conf,Technology,0.789218237623147,Furniture,0.8796947598457336
طابعة backlit,BC197110078,طابعة backlit,18,Technology,Services,0.8412665153563752,agreement,Services,0.7590885549051234,Services,0.5351676225662231
QHD Display 2022,BC348053691,qhd display 2022,8,,Technology,0.9360306859016418,zeroshot_high_conf,Services,0.7502572628429321,Technology,0.9360306859016418
ergonomic chair,BC793627337,ergonomic chair,14,Furniture,Technology,0.7059221622334685,semantic_conf,Technology,0.7843579580371872,Furniture,0.7789594531059265
service agreement site license service,BC780631093,service agreement site license service,15,Services,Services,0.9792254567146301,zeroshot_high_conf,Furniture,0.7766152591701138,Services,0.9792254567146301
IT support license,BC135981405,it support license,13,,Technology,0.8243818283081055,zeroshot_high_conf,Furniture,0.7645378160511562,Technology,0.8243818283081055
DSL,BC867384519,dsl,7,,Furniture,0.6773151367577817,semantic_conf,Furniture,0.752572374175313,Technology,0.6820215582847595
MS Office,BC889556480,ms office,4,,Furniture,0.684973491159163,semantic_conf,Furniture,0.7610816568435144,Services,0.5364996671676635
Teknion Chair Model C-300,BC185336088,teknion chair model c-300,1,,Furniture,0.89542156457901,zeroshot_high_conf,Technology,0.7813420648744275,Furniture,0.89542156457901
szafa,BC594318319,szafa,16,Furniture,Technology,0.6806066089243832,semantic_conf,Technology,0.7562295654715369,Services,0.540478491783142
photo printer,BC506603082,photo printer,18,Technology,Services,0.7063864936765435,semantic_conf,Services,0.784873881862826,Technology,0.6540108919143677
モニター,BC789075603,モニター,0,Technology,Services,0.6597381776002871,semantic_conf,Services,0.7330424195558745,Furniture,0.5126240074634552
security software,BC661782298,security software,17,Services,Technology,0.8049353957176208,zeroshot_high_conf,Furniture,0.7485357535386048,Technology,0.8049353957176208
HP EliteDesk Max,BC623836867,hp elitedesk max,8,,Services,0.6992735170636286,semantic_conf,Services,0.7769705745151428,Furniture,0.5141309022903442
كرسي,BC979947812,كرسي,19,Furniture,Technology,0.693502445438808,semantic_conf,Technology,0.7705582727097867,Services,0.5458600401878356
desktop computer gaming,BC950899166,desktop computer gaming,9,Technology,Technology,0.6782150566577911,zeroshot_fallback,Services,0.7424234557758068,Technology,0.7535722851753235
schrank,BC260610323,schrank,16,Furniture,Technology,0.6899137669176998,semantic_conf,Technology,0.7665708521307776,Furniture,0.549790745973587
filing cabinet Model C-547,BC774992147,filing cabinet model c-547,1,,Technology,0.7046511014137181,semantic_conf,Technology,0.7829456682374646,Services,0.47494891285896296
ultra wide,BC913656416,ultra wide,12,Technology,Services,0.6871923577043977,semantic_conf,Services,0.7635470641159974,Furniture,0.6393944263458252
خزانة,BC270307732,خزانة,16,Furniture,Technology,0.663273745116705,semantic_conf,Technology,0.7369708279074499,Services,0.4943714261054992
bench,BC847889838,bench,3,Furniture,Furniture,0.9264353513717651,zeroshot_high_conf,Technology,0.763035228475503,Furniture,0.9264353513717651
IaaS platform standard,BC516065124,iaas platform standard,7,,Furniture,0.6713989346894529,semantic_conf,Furniture,0.7459988163216142,Technology,0.6654801607131958
small HON table,BC107053228,small hon table,10,,Furniture,0.8915996551513672,zeroshot_high_conf,Technology,0.7610427429835481,Furniture,0.8915996551513672
lounge chair,BC557913296,lounge chair,19,Furniture,Furniture,0.8558123707771301,zeroshot_high_conf,Technology,0.7858685601853727,Furniture,0.8558123707771301
divan Model Pro-600,BC194269176,divan model pro-600,1,,Furniture,0.9285562038421631,zeroshot_high_conf,Technology,0.7788256163766553,Furniture,0.9285562038421631
cupboard,BC336859315,cupboard,20,Furniture,Services,0.6637362430640371,semantic_conf,Services,0.7374847145155968,Furniture,0.5471702456474304
HON workstation,BC142146105,hon workstation,10,,Technology,0.6819514534378484,semantic_conf,Technology,0.7577238371531648,Furniture,0.6684848666191101
iCloud storage volume license,BC877817678,icloud storage volume license,15,,Technology,0.8194445371627808,zeroshot_high_conf,Furniture,0.7624762029643642,Technology,0.8194445371627808
business hours support bundle,BC515026155,business hours support bundle,13,Services,Furniture,0.6751120669873156,semantic_conf,Furniture,0.7501245188747951,Services,0.6733185648918152
Knoll basic char,BC160170716,knoll basic char,16,,Technology,0.6765135043234768,semantic_conf,Technology,0.7516816714705298,Furniture,0.5579664230346679
display,BC285652633,display,20,Technology,Services,0.8030584134985345,agreement,Services,0.7494083256796898,Services,0.48606615662574765
divan,BC312717408,divan,11,Furniture,Furniture,0.9006837606430054,zeroshot_high_conf,Technology,0.7780407083535157,Furniture,0.9006837606430054
イス,BC865007974,イス,0,Furniture,Services,0.6570529645112978,semantic_conf,Services,0.7300588494569975,Furniture,0.4983836114406585
leather стол,BC765434962,leather стол,14,Furniture,Technology,0.6876337346421446,semantic_conf,Technology,0.7640374829357163,Furniture,0.6817749023437499
Global char Model A-429,BC928416590,global char model a-429,1,,Technology,0.6903852899703893,semantic_conf,Technology,0.7670947666337659,Furniture,0.5399221658706664
professional lounge chair,BC683708118,professional lounge chair,14,Furniture,Furniture,0.7077703177928925,zeroshot_fallback,Technology,0.7697321703022019,Furniture,0.786411464214325
Steelcase storage unit,BC918671750,steelcase storage unit,16,,Technology,0.6987136118979397,semantic_conf,Technology,0.7763484576643774,Services,0.49969363808631895
fiber internet,BC176927143,fiber internet,7,Services,Technology,0.8222059011459351,zeroshot_high_conf,Furniture,0.7722305820686846,Technology,0.8222059011459351
bench,BC688574163,bench,3,Furniture,Furniture,0.9264353513717651,zeroshot_high_conf,Technology,0.763035228475503,Furniture,0.9264353513717651
phone support annual contract,BC382769127,phone support annual contract,15,Services,Services,0.7076595962047577,zeroshot_fallback,Furniture,0.7493491740222561,Services,0.7862884402275085
software support,BC582537877,software support,13,Services,Furniture,0.7146711630852618,semantic_conf,Furniture,0.7940790700947353,Services,0.6707435846328735
soffa Model X-132,BC424100009,soffa model x-132,1,,Furniture,0.9045172929763794,zeroshot_high_conf,Technology,0.7779917473962475,Furniture,0.9045172929763794
computer,BC637577213,computer,9,Technology,Technology,0.9595301747322083,zeroshot_high_conf,Services,0.7490172792087292,Technology,0.9595301747322083
Color laser Max,BC949830412,color laser max,18,,Services,0.6617243876394036,semantic_conf,Services,0.7352493195993373,Technology,0.6024616956710815
MSP SERVICE,BC123762858,msp service,7,,Services,0.9913040399551392,zeroshot_high_conf,Furniture,0.772076027224782,Services,0.9913040399551392
Windows 10 Pro,BC160046549,windows 10 pro,8,,Technology,0.8480318784713745,zeroshot_high_conf,Services,0.775466689722815,Technology,0.8480318784713745
deks,BC725084928,deks,3,Furniture,Technology,0.6768265759568559,semantic_conf,Technology,0.752029528840951,Furniture,0.6118680834770203
widescreen,BC700539700,widescreen,12,Technology,Services,0.6676115881655182,semantic_conf,Services,0.7417906535172425,Technology,0.5435986161231995
NOC service site license,BC131638762,noc service site license,15,,Services,0.8802528381347656,zeroshot_high_conf,Furniture,0.7581360311503994,Services,0.8802528381347656
Adoby Creative,BC112277573,adoby creative,6,,Furniture,0.6707664409003159,semantic_conf,Furniture,0.7452960454447954,Technology,0.5432115316390991
basic shelf,BC396222040,basic shelf,16,Furniture,Technology,0.6856157951922359,semantic_conf,Technology,0.7617953279913733,Services,0.4916220188140869
bureau,BC989516564,bureau,19,Furniture,Technology,0.6866366340908466,semantic_conf,Technology,0.762929593434274,Furniture,0.6253193378448486
external monitor,BC839170893,external monitor,12,Technology,Services,0.689576626941916,semantic_conf,Services,0.7661962521576844,Technology,0.7399938702583313
security software site license,BC211779101,security software site license,15,Services,Furniture,0.6871100101944019,semantic_conf,Furniture,0.7634555668826687,Technology,0.6906618475914001
SQL Server limited,BC882206689,sql server limited,4,,Technology,0.6889006018638612,zeroshot_fallback,Furniture,0.7578446477950525,Technology,0.7654451131820679
all-in-one,BC266457342,all-in-one,8,Technology,Services,0.6767079853329767,semantic_conf,Services,0.7518977614810852,Technology,0.5500477194786072
برمجيات,BC208689641,برمجيات,0,Services,Services,0.8218775157054362,agreement,Services,0.7114044433862883,Services,0.5530225038528442
office chair,BC947384695,office chair,19,Furniture,Furniture,0.8776630163192749,zeroshot_high_conf,Technology,0.7856174458169339,Furniture,0.8776630163192749
notebook new,BC626072176,notebook new,8,Technology,Services,0.6909463846001733,semantic_conf,Services,0.7677182051113037,Technology,0.5911573648452758
cloud storage,BC571967377,cloud storage,17,Services,Furniture,0.6738477241251435,semantic_conf,Furniture,0.7487196934723817,Technology,0.7308287024497986
モニター,BC661852456,モニター,0,Technology,Services,0.6597381776002871,semantic_conf,Services,0.7330424195558745,Furniture,0.5126240074634552
Used IKEA brown sofa,BC120100290,used ikea brown sofa,5,,Furniture,0.9881440997123718,zeroshot_high_conf,Technology,0.7473642448461508,Furniture,0.9881440997123718
Aeron chair,BC698439590,aeron chair,14,,Furniture,0.9250553250312805,zeroshot_high_conf,Technology,0.7829634477680222,Furniture,0.9250553250312805
ANTI-VIRUS BASIC SUBSCRIPTION,BC712062546,anti-virus basic subscription,17,,Furniture,0.6891885649416413,semantic_conf,Furniture,0.7657650721573792,Services,0.5631078243255615
USB printer,BC116121432,usb printer,18,,Technology,0.9126076102256775,zeroshot_high_conf,Services,0.7768136649591395,Technology,0.9126076102256775
small file cabinet,BC337079167,small file cabinet,16,Furniture,Technology,0.6957123809428158,semantic_conf,Technology,0.7730137566031287,Services,0.5442665040493011
SOC service per device,BC574819483,soc service per device,17,,Services,0.8461794257164001,zeroshot_high_conf,Furniture,0.7679567349457703,Services,0.8461794257164001
Dropbox Business,BC374294163,dropbox business,4,,Furniture,0.6836878547341446,semantic_conf,Furniture,0.7596531719268274,Services,0.6066875696182251
stol,BC982292061,stol,19,Furniture,Technology,0.70015223167271,semantic_conf,Technology,0.7779469240807889,Furniture,0.601912522315979
i-Mac enterprise v3,BC294020880,i-mac enterprise v3,8,,Technology,0.8232908844947815,zeroshot_high_conf,Services,0.7714197131565003,Technology,0.8232908844947815
BI tool license,BC636784164,bi tool license,15,,Furniture,0.6776064072128345,semantic_conf,Furniture,0.7528960080142605,Technology,0.6757765412330627
Herman Miller standard desk chair,BC681544961,herman miller standard desk chair,14,,Furniture,0.950326144695282,zeroshot_high_conf,Technology,0.7659575273578659,Furniture,0.950326144695282
phone support,BC527915151,phone support,13,Services,Services,0.8515549898147583,zeroshot_high_conf,Furniture,0.7894936847721645,Services,0.8515549898147583
Herman Miller workstaton Model C-919,BC485753927,herman miller workstaton model c-919,1,,Technology,0.6930155714187536,semantic_conf,Technology,0.7700173015763928,Furniture,0.5122552156448364
Color laser,BC473302105,color laser,18,,Technology,0.6684792280197144,zeroshot_fallback,Services,0.7387133627397486,Technology,0.7427546977996826
Photoshop,BC591285126,photoshop,20,,Services,0.6600134978839072,semantic_conf,Services,0.733348330982119,Technology,0.7137041330337525
MSP service,BC905917946,msp service,7,,Services,0.9580250978469849,zeroshot_high_conf,Furniture,0.772076027224782,Services,0.9580250978469849
Brother MFC backlit 2020,BC361015184,brother mfc backlit 2020,8,,Services,0.6792493247304071,semantic_conf,Services,0.7547214719226746,Technology,0.6766618967056274
ソファ,BC185852967,ソファ,11,Furniture,Technology,0.6787979554388489,semantic_conf,Technology,0.7542199504876099,Furniture,0.6550114750862122
