name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence
USB printer,BC116121432,usb printer,18,,Technology,0.7101326942443849
small file cabinet,BC337079167,small file cabinet,16,Furniture,Furniture,0.7124829888343811
SOC service per device,BC574819483,soc service per device,7,,Services,0.7190484881401061
Dropbox Business,BC374294163,dropbox business,4,,Services,0.7075118660926818
stol,BC982292061,stol,19,Furniture,Furniture,0.7087568402290344
i-Mac enterprise v3,BC294020880,i-mac enterprise v3,8,,Technology,0.7059144496917724
BI tool license,BC636784164,bi tool license,15,,Services,0.7249942183494568
Herman Miller standard desk chair,BC681544961,herman miller standard desk chair,14,,Furniture,0.7094046831130981
phone support,BC527915151,phone support,13,Services,Services,0.7239227056503296
Herman Miller workstaton Model C-919,BC485753927,herman miller workstaton model c-919,1,,Furniture,0.6988086819648742
Color laser,BC473302105,color laser,18,,Technology,0.69898601770401
Photoshop,BC591285126,photoshop,20,,Furniture,0.6954296112060546
MSP service,BC905917946,msp service,7,,Services,0.7185102939605712
Brother MFC backlit 2020,BC361015184,brother mfc backlit 2020,8,,Technology,0.7021065235137939
ソファ,BC185852967,ソファ,11,Furniture,Furniture,0.6985572338104248
cloud storage,BC624282788,cloud storage,17,Services,Services,0.7135866880416871
cabnit,BC908356009,cabnit,16,Furniture,Furniture,0.7081076622009277
Global large chiar,BC561779564,global large chiar,21,,Technology,0.6943212032318116
setee,BC737594123,setee,19,Furniture,Furniture,0.7035420775413513
32-inch Screen business grade 2021,BC628276702,32-inch screen business grade 2021,8,,Technology,0.7019010424613952
sofa,BC849223390,sofa,11,Furniture,Furniture,0.7088946461677551
business computer,BC815858075,business computer,9,Technology,Technology,0.7178234815597534
IKEA stuhl Model C-908,BC408899514,ikea stuhl model c-908,1,,Furniture,0.7013008236885071
インターネットサービス premium,BC982644252,インターネットサーヒス premium,0,Services,Technology,0.6900754332542419
white canapé,BC563787397,white canape,19,Furniture,Furniture,0.7017352819442749
IT support volume license,BC646041020,it support volume license,15,,Services,0.7257104396820069
Allsteel cadeira Model B-233,BC713579662,allsteel cadeira model b-233,1,,Furniture,0.700514805316925
ITSM service unlimited subscription,BC217377475,itsm service unlimited subscription,7,,Services,0.7163837432861327
الدعم التقني,BC543502646,الدعم التقني,13,Services,Services,0.7162171602249146
wooden archivador,BC523861817,wooden archivador,2,Furniture,Furniture,0.7021441221237182
standard Reception Sofa RS-100,BC349304100,standard reception sofa rs-100,5,,Furniture,0.7113372206687927
Lenovo ThinkCentre professional,BC753278884,lenovo thinkcentre professional,8,,Technology,0.7073081731796264
personal computer certified,BC984379899,personal computer certified,9,Technology,Technology,0.7119490385055542
maintenance contract,BC900592344,maintenance contract,15,Services,Services,0.7248396635055542
Network printer 2020,BC258567048,network printer 2020,18,,Technology,0.7046468019485475
deluxe Desk Model D-100,BC330664237,deluxe desk model d-100,1,,Furniture,0.6998616695404053
Microsoft Office professional,BC707191953,microsoft office professional,6,,Services,0.7160756587982178
デスク - Refurbished,BC889382867,テスク - refurbished,8,,Technology,0.7086692690849303
Office Software premium,BC297713683,office software premium,4,,Services,0.7088514208793639
IT support,BC481734198,it support,13,,Services,0.7203643798828124
طابعة used v2,BC231148450,طابعة used v2,18,Technology,Technology,0.7044081687927246
Aeron chair,BC695861587,aeron chair,14,,Furniture,0.7143850803375245
shelving unit,BC521854587,shelving unit,2,Furniture,Furniture,0.7009167432785034
диван,BC468584828,диван,11,Furniture,Furniture,0.7052139282226562
1440p Screen backlit,BC966997739,1440p screen backlit,12,,Technology,0.7040931582450867
Steelcase krzesło,BC368520783,steelcase krzesło,16,,Furniture,0.7112297177314758
armoire - Refurbished,BC220658235,armoire - refurbished,2,,Furniture,0.7035234451293945
white reception sofa,BC349832483,white reception sofa,5,Furniture,Furniture,0.7116990804672241
ofice chair,BC641909751,ofice chair,14,Furniture,Furniture,0.709817373752594
business internet,BC316980704,business internet,4,Services,Services,0.7099635004997252
Box subscription basic,BC256253951,box subscription basic,6,,Services,0.7157892227172851
Kimball conference chair,BC103793417,kimball conference chair,14,,Furniture,0.7062358856201172
silla,BC943666157,silla,19,Furniture,Furniture,0.7072964191436768
bench,BC152705290,bench,3,Furniture,Furniture,0.7192148923873901
PRI line,BC487005172,pri line,7,,Services,0.7131558299064635
Software de oficina package,BC627642633,software de oficina package,4,,Services,0.7052387595176696
SAP monthly,BC344198929,sap monthly,6,,Services,0.713345992565155
Adobe CC All Apps site license,BC331820924,adobe cc all apps site license,6,,Services,0.7151176452636718
label printer used,BC727813474,label printer used,18,Technology,Technology,0.7061732292175293
イス - Refurbished,BC865007974,イス - refurbished,8,,Technology,0.7072252750396728
armchair,BC768469061,armchair,19,Furniture,Furniture,0.7081159949302673
workstation Model B-142,BC585007134,workstation model b-142,1,,Furniture,0.701894211769104
Internet-Service premium,BC221256011,internet-service premium,7,,Services,0.7204555988311767
seat,BC152526165,seat,19,Furniture,Furniture,0.7086295366287232
mesh стул,BC682219061,mesh стул,14,Furniture,Furniture,0.7088005900382995
ソフトウェア enterprise,BC198141669,ソフトウェア enterprise,0,Services,Technology,0.693522310256958
deluxe sofá,BC388645449,deluxe sofa,5,Furniture,Furniture,0.7091567993164062
ASUS PB278Q portable,BC119727026,asus pb278q portable,8,,Technology,0.7076172828674315
인터넷 서비스,BC840076530,인터넷 서비스,2,Services,Furniture,0.6981478214263915
hardware maintenance,BC292069408,hardware maintenance,13,Services,Services,0.7155197858810425
Software de oficina,BC897110135,software de oficina,4,,Services,0.7062890172004699
Salesforce volume license,BC375139723,salesforce volume license,15,,Services,0.7285341858863831
leather chair,BC362758762,leather chair,14,Furniture,Furniture,0.7087843537330627
HON work table,BC771230728,hon work table,10,,Furniture,0.7201706767082214
1440p Screen enterprise,BC889917232,1440p screen enterprise,12,,Technology,0.703215730190277
ordenador quiet,BC116178827,ordenador quiet,9,Technology,Technology,0.7140143156051636
Knoll compact mesa de trabajo,BC792107026,knoll compact mesa de trabajo,10,,Furniture,0.7062751293182373
IKEA Steelcase storage,BC518462171,ikea steelcase storage,16,,Furniture,0.7098164677619934
캐비넷,BC571678892,캐비넷,2,Furniture,Furniture,0.7000033855438232
professional char,BC524470332,professional char,21,Furniture,Technology,0.6950983285903931
computadora v3,BC317810361,computadora v3,9,Technology,Technology,0.7148273468017579
mesh chair,BC656952733,mesh chair,14,Furniture,Furniture,0.710714864730835
unlimited plan,BC597877404,unlimited plan,7,Services,Services,0.7194378614425658
イス Model X-967,BC245226262,イス model x-967,1,,Furniture,0.7005074977874756
HP EliteDesk,BC849332765,hp elitedesk,8,,Technology,0.7093491077423095
IKEA brown sofa,BC120100290,ikea brown sofa,5,,Furniture,0.706401491165161
Global bench,BC228472771,global bench,3,,Furniture,0.7150036334991454
ultra wide 2020,BC987995334,ultra wide 2020,12,Technology,Technology,0.7028830885887146
server maintenance,BC643267978,server maintenance,4,Services,Services,0.7073055863380431
Haworth steel reception sofa,BC272167429,haworth steel reception sofa,5,,Furniture,0.7074064970016479
4k monitor backlit,BC886411102,4k monitor backlit,12,Technology,Technology,0.7066675066947937
Dropbox Business,BC837148793,dropbox business,4,,Services,0.7075118660926818
ordenador USB-C,BC155928537,ordenador usb-c,9,,Technology,0.7133404016494751
cell phone plan business - Refurbished,BC171013341,cell phone plan business - refurbished,8,,Technology,0.705651021003723
loveseat,BC316822839,loveseat,19,Furniture,Furniture,0.7070550322532654
Steelcase Leap,BC659116527,steelcase leap,16,,Furniture,0.7112135291099548
Steelcase storage,BC201240032,steelcase storage,16,,Furniture,0.7132834434509276
armoire,BC792183346,armoire,2,Furniture,Furniture,0.7086899280548096
Knoll armoire,BC852126726,knoll armoire,2,,Furniture,0.7043482184410095
service agreement,BC936560721,service agreement,15,Services,Services,0.7281507015228271
Office 365 subscription,BC927850618,office 365 subscription,6,,Services,0.7211711168289184
help desk enterprise,BC763534625,help desk enterprise,4,Services,Services,0.7076804995536803
soffa Model B-527,BC867935795,soffa model b-527,1,,Furniture,0.701332974433899
ERP system,BC510692249,erp system,4,,Services,0.7089413523674011
Anti virus service,BC880695706,anti virus service,17,,Services,0.7202227711677552
photo printer certified 2023,BC749304307,photo printer certified 2023,18,Technology,Technology,0.7050047993659974
ASUS PB278Q,BC473587211,asus pb278q,8,,Technology,0.7073263049125671
3D printer,BC662444547,3d printer,18,,Technology,0.7048019766807556
Samsung Monitor 2021,BC422447282,samsung monitor 2021,12,,Technology,0.7020839810371399
executive chair,BC796275440,executive chair,19,Furniture,Furniture,0.7042161345481872
armchair Model A-687,BC447260600,armchair model a-687,1,,Furniture,0.7035009980201721
4K monitor business grade,BC152947385,4k monitor business grade,12,,Technology,0.7044438242912292
Used Allsteel brown setee,BC120825650,used allsteel brown setee,8,,Technology,0.7025641441345214
locker,BC702033662,locker,20,Furniture,Furniture,0.699324107170105
erp system,BC510692249,erp system,4,Services,Services,0.7089413523674011
HON Herman Miller Sayl,BC298470427,hon herman miller sayl,14,,Furniture,0.7037449836730957
canapé,BC367107264,canape,19,Furniture,Furniture,0.7047037124633789
basic leather chair,BC299648970,basic leather chair,14,Furniture,Furniture,0.7113289594650268
Teknion premium drawer Model Pro-598,BC358473878,teknion premium drawer model pro-598,1,,Furniture,0.6998293161392212
برمجيات,BC515965279,برمجيات,0,Services,Technology,0.6842316269874572
AutoCAD 2024 business,BC398621490,autocad 2024 business,6,,Services,0.7125525712966918
inkjet printer 2021,BC477863798,inkjet printer 2021,18,Technology,Technology,0.7080964684486389
écran used 2024,BC322949179,ecran used 2024,8,Technology,Technology,0.7044983029365539
lap top,BC218609961,lap top,20,Technology,Furniture,0.7014504313468932
filing cabinet,BC827991473,filing cabinet,3,Furniture,Furniture,0.7183320641517639
service agreement bundle,BC393986392,service agreement bundle,15,Services,Services,0.7244168996810914
escritorio,BC662431852,escritorio,3,Furniture,Furniture,0.7202093482017516
hardware maintenance,BC448635435,hardware maintenance,13,Services,Services,0.7155197858810425
lap top business grade,BC526372748,lap top business grade,4,Technology,Services,0.7075205206871031
filing cabnet,BC473992719,filing cabnet,16,Furniture,Furniture,0.7119829773902893
chaise,BC675904997,chaise,19,Furniture,Furniture,0.7090998768806458
armario,BC758435897,armario,2,Furniture,Furniture,0.7078660488128662
service agreement,BC610791858,service agreement,15,Services,Services,0.7281507015228271
krzesło,BC310560020,krzesło,19,Furniture,Furniture,0.7048799872398377
divan,BC377731914,divan,11,Furniture,Furniture,0.7053631782531737
Office 365 Business,BC766796289,office 365 business,6,,Services,0.7200316429138183
fabric computer desk Model A-792,BC673271266,fabric computer desk model a-792,1,,Furniture,0.7022607564926148
소프트웨어 business,BC932850970,소프트웨어 business,4,Services,Services,0.7022918105125426
cloud storage enterprise,BC196848277,cloud storage enterprise,4,Services,Services,0.706728971004486
ISP service contract,BC188632141,isp service contract,7,,Services,0.7178385019302368
Global wooden キャビネット Model B-144,BC291811951,global wooden キャヒネット model b-144,1,,Furniture,0.6961875915527344
standard table,BC626036464,standard table,10,Furniture,Furniture,0.7130740523338318
MS Office per device,BC293699305,ms office per device,6,,Services,0.7167750120162963
deask,BC854357762,deask,20,Furniture,Furniture,0.6956238746643066
HON filing cabinet,BC430779274,hon filing cabinet,16,,Furniture,0.7125019192695617
3D printer backlit,BC206035856,3d printer backlit,18,,Technology,0.7053170800209045
CDN service,BC744154611,cdn service,7,,Services,0.7202364921569824
Dell P2419H,BC313540619,dell p2419h,8,,Technology,0.7077005147933959
server maintenance,BC251770634,server maintenance,4,Services,Services,0.7073055863380431
desk chair,BC360971128,desk chair,3,Furniture,Furniture,0.7226650357246398
compact divano,BC206948671,compact divano,11,Furniture,Furniture,0.6994797348976135
Used ソフトウェア monthly,BC386541544,used ソフトウェア monthly,6,,Services,0.7162027359008789
Knoll cupboard,BC789615654,knoll cupboard,16,,Furniture,0.7112687110900878
armoire,BC585764529,armoire,2,Furniture,Furniture,0.7086899280548096
wooden tavolo Model A-981,BC771336642,wooden tavolo model a-981,1,,Furniture,0.7038563370704651
emergency support,BC241489248,emergency support,13,Services,Services,0.7211057424545287
IKEA table,BC542750235,ikea table,10,,Furniture,0.7096097111701966
SQL Server,BC982551268,sql server,4,,Services,0.7067221522331237
bildschirm bluetooth,BC848328041,bildschirm bluetooth,12,Technology,Technology,0.698837959766388
USB printer Max,BC925875822,usb printer max,18,,Technology,0.7066460847854614
dedicated line,BC578476787,dedicated line,7,Services,Services,0.7142051339149474
ソファ,BC456349916,ソファ,11,Furniture,Furniture,0.6985572338104248
storage cabinet Model C-687,BC517817593,storage cabinet model c-687,1,,Furniture,0.7015887498855591
brown mesh chair,BC648973579,brown mesh chair,14,Furniture,Furniture,0.7093320488929749
deluxe skrivbord,BC306364903,deluxe skrivbord,8,Furniture,Technology,0.7069462537765502
Teknion plastic canapé,BC765468716,teknion plastic canape,21,,Technology,0.6969359159469605
steel HON table Model A-872,BC757207875,steel hon table model a-872,1,,Furniture,0.6989434003829956
인터넷 서비스 plan,BC595367749,인터넷 서비스 plan,2,Services,Furniture,0.6982721328735351
surface pro,BC741138124,surface pro,8,Technology,Technology,0.7077821016311645
HON bookcase,BC185050803,hon bookcase,16,,Furniture,0.71225928068161
standard диван,BC100210054,standard диван,11,Furniture,Furniture,0.6984529972076415
lounge chair Model Pro-858,BC572944000,lounge chair model pro-858,1,,Furniture,0.7020841002464294
HON wardrobe,BC768676781,hon wardrobe,2,,Furniture,0.7039760112762451
Herman Miller Herman Miller Sayl,BC463377959,herman miller herman miller sayl,14,,Furniture,0.7003517270088195
Saleforce,BC694491286,saleforce,4,,Services,0.7034340739250182
PRI line,BC592463803,pri line,7,,Services,0.7131558299064635
taask chair,BC267618731,taask chair,14,Furniture,Furniture,0.7119576215744019
gabinete,BC360183853,gabinete,2,Furniture,Furniture,0.7030483722686767
char,BC864555170,char,20,Furniture,Furniture,0.6971924781799316
Used deluxe skrivbord,BC306364903,used deluxe skrivbord,8,,Technology,0.7079579353332519
data plan,BC733846414,data plan,7,Services,Services,0.7186730742454528
soffa,BC670758903,soffa,11,Furniture,Furniture,0.699277365207672
divan,BC265497448,divan,11,Furniture,Furniture,0.7053631782531737
shelf,BC307360430,shelf,20,Furniture,Furniture,0.6975008487701415
VPN service per device,BC654705830,vpn service per device,17,,Services,0.7162860274314882
internet service contract,BC268583107,internet service contract,7,Services,Services,0.720259428024292
locker,BC426315031,locker,20,Furniture,Furniture,0.699324107170105
maintenance contract,BC319646891,maintenance contract,15,Services,Services,0.7248396635055542
Desk Model D-100 Model B-658,BC670304472,desk model d-100 model b-658,1,,Furniture,0.7019965767860412
storage unit,BC235106204,storage unit,2,Furniture,Furniture,0.7025608420372009
Teknion bench,BC513173592,teknion bench,21,,Technology,0.7006280422210693
bench,BC381919481,bench,3,Furniture,Furniture,0.7192148923873901
professional krzesło,BC391912946,professional krzesło,14,Furniture,Furniture,0.7102932453155517
technical support,BC558568278,technical support,13,Services,Services,0.7246862888336181
AutoCAD 2024,BC453566796,autocad 2024,8,,Technology,0.7031741142272948
managed services,BC859435175,managed services,7,Services,Services,0.720414936542511
business internet,BC544572227,business internet,4,Services,Services,0.7099635004997252
filing cabnet,BC771437657,filing cabnet,16,Furniture,Furniture,0.7119829773902893
professional デスク,BC368281808,professional テスク,21,Furniture,Technology,0.7017983198165894
طابعة compact v3,BC114746008,طابعة compact v3,18,Technology,Technology,0.7032571077346802
drukarka USB-C,BC544055921,drukarka usb-c,18,,Technology,0.7018048882484437
divan Model B-954,BC700248296,divan model b-954,1,,Furniture,0.6995723247528076
의자,BC575672443,의자,2,Furniture,Furniture,0.6991209030151366
lazer printer,BC989328868,lazer printer,18,Technology,Technology,0.7091974377632142
Haworth armoire,BC605936741,haworth armoire,2,,Furniture,0.7039720058441161
Cabinet ST-500 Model X-180,BC434552915,cabinet st-500 model x-180,1,,Furniture,0.7000051021575928
office sofa,BC884005207,office sofa,5,Furniture,Furniture,0.7131940364837646
premium tabel,BC806437569,premium tabel,10,Furniture,Furniture,0.7079947590827942
Ofice 365 enterprise,BC152930584,ofice 365 enterprise,6,,Services,0.7200946807861328
SSL certificate,BC970884334,ssl certificate,7,,Services,0.7169445633888244
Oracle,BC841688682,oracle,20,,Furniture,0.6976291418075561
basic workstaton,BC949785821,basic workstaton,10,Furniture,Furniture,0.7118155121803283
metal стул,BC838886075,metal стул,14,Furniture,Furniture,0.7073129177093506
ASUS PB278Q 2021,BC835898867,asus pb278q 2021,8,,Technology,0.7058543801307677
cadeira,BC618116050,cadeira,19,Furniture,Furniture,0.7091334342956543
Knoll chaise,BC964926282,knoll chaise,14,,Furniture,0.7104174852371216
gray writing desk,BC239344057,gray writing desk,3,Furniture,Furniture,0.7174402356147765
schrank,BC887759003,schrank,16,Furniture,Furniture,0.7106421709060669
label printer used,BC442863523,label printer used,18,Technology,Technology,0.7061732292175293
support technique,BC304536802,support technique,13,Services,Services,0.7221762180328368
laser printer Plus,BC446886458,laser printer plus,18,,Technology,0.707877779006958
Office 365 E3,BC840831347,office 365 e3,6,,Services,0.7183550119400024
Windows license,BC241936908,windows license,15,,Services,0.7275327920913697
standard mesh chair,BC844956951,standard mesh chair,14,Furniture,Furniture,0.7098843455314636
task chair,BC809069927,task chair,19,Furniture,Furniture,0.7091350436210633
SD-WAN service,BC371992483,sd-wan service,7,,Services,0.7195410966873168
brown bench,BC435124877,brown bench,3,Furniture,Furniture,0.7170467734336853
file cabinet,BC927200028,file cabinet,16,Furniture,Furniture,0.7136245369911194
طابعة dual-band - Refurbished,BC846326954,طابعة dual-band - refurbished,8,,Technology,0.7076040744781493
Herman Miller stoarge cabinet Model B-277,BC570746273,herman miller stoarge cabinet model b-277,1,,Furniture,0.6982138991355896
armoire,BC681274244,armoire,2,Furniture,Furniture,0.7086899280548096
SQL Server,BC587197988,sql server,4,,Services,0.7067221522331237
Executive Table EX-200,BC575680693,executive table ex-200,10,,Furniture,0.7106270313262939
remote support professional,BC171596938,remote support professional,13,Services,Services,0.7165553808212279
Allsteel brown setee,BC120825650,allsteel brown setee,8,,Technology,0.7033785581588744
キャビネット,BC785717617,キャヒネット,0,Furniture,Technology,0.692251169681549
work table Model C-170,BC484579421,work table model c-170,1,,Furniture,0.7007660865783691
HON table,BC365388382,hon table,10,,Furniture,0.7190959334373475
HON filing cabinet,BC447313528,hon filing cabinet,16,,Furniture,0.7125019192695617
business internet,BC172814771,business internet,4,Services,Services,0.7099635004997252
computer desk,BC728619698,computer desk,3,Furniture,Furniture,0.7247235774993896
LED monitor,BC445770698,led monitor,12,,Technology,0.7073716878890991
compact loveseat,BC876938677,compact loveseat,5,Furniture,Furniture,0.7059862375259399
Knoll canapé,BC639366915,knoll canape,16,,Furniture,0.7099385857582092
HP ZBook,BC960088617,hp zbook,8,,Technology,0.7064976572990417
стул,BC292090149,стул,19,Furniture,Furniture,0.7062163829803467
SD-WAN service,BC508673666,sd-wan service,7,,Services,0.7195410966873168
デスク,BC952818991,テスク,21,Furniture,Technology,0.6947906970977784
Canon PIXMA,BC109588354,canon pixma,8,,Technology,0.7051986455917357
sectional,BC659340310,sectional,19,Furniture,Furniture,0.7015352368354797
divano,BC944948773,divano,11,Furniture,Furniture,0.7042295694351196
Chair Model C-300,BC793746209,chair model c-300,1,,Furniture,0.7028965592384339
MSP service,BC123762858,msp service,7,,Services,0.7185102939605712
managed services business package,BC592547487,managed services business package,4,Services,Services,0.7067200064659118
stoarge cabinet,BC259188853,stoarge cabinet,16,Furniture,Furniture,0.7129186511039733
writting desk,BC952970198,writting desk,3,Furniture,Furniture,0.7226407885551452
Teknion sofá,BC566330798,teknion sofa,5,,Furniture,0.7080858469009399
ergonomic chair Model B-810,BC405460403,ergonomic chair model b-810,1,,Furniture,0.7024801015853882
диван,BC880474837,диван,11,Furniture,Furniture,0.7052139282226562
data plan,BC143650990,data plan,7,Services,Services,0.7186730742454528
écran,BC967126986,ecran,20,Technology,Furniture,0.6966209530830383
Saleforce monthly,BC588212379,saleforce monthly,6,,Services,0.7149326801300049
dual monitor,BC584912105,dual monitor,12,Technology,Technology,0.7073984503746032
computer desk,BC847446866,computer desk,3,Furniture,Furniture,0.7247235774993896
Global HON table,BC338249032,global hon table,10,,Furniture,0.7135521769523621
all-in-one printer 2024,BC713461653,all-in-one printer 2024,18,Technology,Technology,0.7041548490524292
Knoll height adjustable desk,BC515721250,knoll height adjustable desk,3,,Furniture,0.7145216822624206
Haworth chaise Model X-638,BC763281908,haworth chaise model x-638,1,,Furniture,0.7005507946014404
metal storage cabinet,BC853045356,metal storage cabinet,16,Furniture,Furniture,0.7118926882743835
PC,BC874171682,computer,9,,Technology,0.7177815556526184
char Model Pro-573,BC936156197,char model pro-573,1,,Furniture,0.70018630027771
Dell P2419H,BC582291740,dell p2419h,8,,Technology,0.7077005147933959
compact stoarge cabinet Model X-620,BC261157630,compact stoarge cabinet model x-620,1,,Furniture,0.6986710548400878
printer USB-C 2023,BC489707503,printer usb-c 2023,18,,Technology,0.705795693397522
Core i5 Laptop,BC610318004,core i5 laptop,8,,Technology,0.7052321791648863
gray divan,BC599247875,gray divan,11,Furniture,Furniture,0.6993874073028564
computadora,BC769983207,computadora,9,Technology,Technology,0.7153170824050903
IKEA desk,BC812458132,ikea desk,3,,Furniture,0.7210154175758361
bookcase,BC804623475,bookcase,20,Furniture,Furniture,0.6982834815979003
MPLS connection,BC761662253,mpls connection,7,,Services,0.7147996068000793
counch,BC608789262,counch,19,Furniture,Furniture,0.7037007689476014
counch,BC958949509,counch,19,Furniture,Furniture,0.7037007689476014
copier v3,BC616716343,copier v3,18,Technology,Technology,0.7030060052871705
Microsft Office volume license,BC175578677,microsft office volume license,15,,Services,0.7264486074447631
metal height adjustable desk,BC922200725,metal height adjustable desk,3,Furniture,Furniture,0.7170087695121765
ultra wide,BC611747739,ultra wide,12,Technology,Technology,0.706208336353302
chaise Model X-195 - Refurbished,BC750637748,chaise model x-195 - refurbished,1,,Furniture,0.6998579502105713
Dell P2419H 2020,BC887255513,dell p2419h 2020,8,,Technology,0.7067406058311462
abonnement internet,BC831693114,abonnement internet,17,Services,Services,0.7155073761940003
steel krzesło,BC637569722,steel krzesło,14,Furniture,Furniture,0.7070597887039185
lazer printer,BC894582888,lazer printer,18,Technology,Technology,0.7091974377632142
Knoll cabnet,BC623817304,knoll cabnet,16,,Furniture,0.7121230363845825
Allsteel sofa,BC993436624,allsteel sofa,5,,Furniture,0.7087013244628906
Back-up software professional license,BC933454210,back-up software professional license,15,,Services,0.7243452787399292
brown workstaton,BC584135007,brown workstaton,10,Furniture,Furniture,0.7095588564872741
desktop,BC347939168,desktop,20,Technology,Furniture,0.7006253719329834
AV software,BC926834891,av software,17,,Services,0.7132279753684998
Teknion desk,BC715145139,teknion desk,21,,Technology,0.7008544564247132
steel sofa Model A-576,BC900275928,steel sofa model a-576,1,,Furniture,0.7002915740013123
filing cabinet,BC690645339,filing cabinet,3,Furniture,Furniture,0.7183320641517639
label printer,BC444288576,label printer,18,Technology,Technology,0.7093518495559693
monitor,BC732286107,monitor,20,Technology,Furniture,0.7006675601005554
couch,BC266421332,couch,11,Furniture,Furniture,0.6995920300483703
database support,BC247653166,database support,13,Services,Services,0.72353515625
SAP professional,BC164183056,sap professional,4,,Services,0.7061532258987426
silla Model B-277,BC920916739,silla model b-277,1,,Furniture,0.7014610052108765
deluxe office sofa,BC258927104,deluxe office sofa,5,Furniture,Furniture,0.7105722427368164
broadband plan,BC153292024,broadband plan,7,Services,Services,0.7182333827018738
ソフトウェア,BC307194917,ソフトウェア,0,Services,Technology,0.6935811400413513
all-in-one certified,BC865185345,all-in-one certified,8,Technology,Technology,0.7034521579742431
AutoCAD basic,BC610945043,autocad basic,17,,Services,0.7113163828849793
طابعة,BC839305702,طابعة,18,Technology,Technology,0.701090943813324
Global chaise,BC255856197,global chaise,14,,Furniture,0.7095828652381897
bildschirm portable,BC934746883,bildschirm portable,12,Technology,Technology,0.6996545433998108
storage unit,BC517254802,storage unit,2,Furniture,Furniture,0.7025608420372009
برمجيات,BC757110239,برمجيات,0,Services,Technology,0.6842316269874572
Xerox WorkCentre,BC510391769,xerox workcentre,21,,Technology,0.6961482763290405
laser printer USB-C 2023,BC417476097,laser printer usb-c 2023,18,,Technology,0.7056885600090027
server maintenance per user,BC671170800,server maintenance per user,17,Services,Services,0.7156720519065858
bench,BC675696756,bench,3,Furniture,Furniture,0.7192148923873901
ISP service per user agreement,BC712555926,isp service per user agreement,15,,Services,0.7254237651824951
sectional - Refurbished,BC659340310,sectional - refurbished,8,,Technology,0.7055782318115233
기술 지원 professional,BC462401682,기술 지원 professional,2,Services,Furniture,0.6970894575119018
bench,BC494184264,bench,3,Furniture,Furniture,0.7192148923873901
software support,BC588920837,software support,13,Services,Services,0.7252328276634216
طابعة,BC123073060,طابعة,18,Technology,Technology,0.701090943813324
Used professional キャビネット,BC504378331,used professional キャヒネット,0,,Technology,0.6915595650672912
프린터,BC499130788,프린터,2,Technology,Furniture,0.6997896194458008
шкаф,BC977399222,шкаф,16,Furniture,Furniture,0.712084949016571
Used Steelcase Executive Seat EX-400,BC203354415,used steelcase executive seat ex-400,1,,Furniture,0.6983014464378356
ISP service per user,BC638214657,isp service per user,7,,Services,0.7192092776298522
large skrivbord Model A-867,BC871348981,large skrivbord model a-867,1,,Furniture,0.7022718787193298
pantalla USB-C,BC541578219,pantalla usb-c,8,,Technology,0.7051876783370971
1080p Monitor used,BC347940275,1080p monitor used,12,,Technology,0.7063399434089661
ergonomic chair,BC505626309,ergonomic chair,14,Furniture,Furniture,0.7147392272949219
IT support monthly,BC222583664,it support monthly,13,,Services,0.7162517547607421
shelving unit,BC949401282,shelving unit,2,Furniture,Furniture,0.7009167432785034
Office Software,BC717675194,office software,4,,Services,0.7097349762916564
SUPPORT CONTRACT PROFESSIONAL,BC155094221,support contract professional,13,,Services,0.7178041338920593
24/7 support,BC686700164,247 support,13,Services,Services,0.7166292905807494
ソファ,BC314410364,ソファ,11,Furniture,Furniture,0.6985572338104248
soporte técnico,BC196078316,soporte tecnico,13,Services,Services,0.7203063011169433
4K Display,BC472352086,4k display,12,,Technology,0.7077751636505127
HON cabinet,BC269327426,hon cabinet,10,,Furniture,0.7110157608985901
VoIP service,BC883713061,voip service,7,,Services,0.7203229784965515
Dell Latitude touchscreen,BC442188032,dell latitude touchscreen,8,,Technology,0.7059763431549071
printr,BC941250135,printr,18,Technology,Technology,0.6993665099143982
27-inch All-in-One 2023,BC627685695,27-inch all-in-one 2023,8,,Technology,0.7033929467201232
Ricoh Aficio,BC131657501,ricoh aficio,21,,Technology,0.69696364402771
professional Steelcase storage,BC820844854,professional steelcase storage,16,,Furniture,0.7094273447990417
glass locker,BC815120513,glass locker,20,Furniture,Furniture,0.6950170278549194
Adobe CC,BC979843968,adobe cc,6,,Services,0.7138824701309203
lazer printer,BC597764108,lazer printer,18,Technology,Technology,0.7091974377632142
Reception Sofa RS-100,BC892012381,reception sofa rs-100,5,,Furniture,0.7111149907112121
komputer,BC266123743,komputer,9,Technology,Technology,0.7169068098068238
office desk,BC712750316,office desk,3,Furniture,Furniture,0.7266957640647888
work desk,BC920917342,work desk,3,Furniture,Furniture,0.724932324886322
armoire,BC220658235,armoire,2,Furniture,Furniture,0.7086899280548096
Used white reception sofa,BC349832483,used white reception sofa,5,,Furniture,0.7105165839195251
24/7 support site license,BC668455421,247 support site license,15,Services,Services,0.7251115798950195
workstation,BC775559969,workstation,20,Technology,Furniture,0.7005832076072692
テクニカルサポート,BC402918178,テクニカルサホート,0,Services,Technology,0.6871543765068053
on-site support plan,BC723926702,on-site support plan,13,Services,Services,0.7168236494064331
display,BC245047170,display,20,Technology,Furniture,0.6999554514884948
armoire Model X-144 - Refurbished,BC197915848,armoire model x-144 - refurbished,1,,Furniture,0.6989284992218018
