name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence,method_used,approach2_prediction,approach2_confidence,approach4_prediction,approach4_confidence
Salesforce annual,BC806832877,salesforce annual,6,Services,Furniture,0.6845984318575761,semantic_conf,Furniture,0.7606649242861956,Uncategorized,0.0
desk chair,BC664994379,desk chair,3,Furniture,Technology,0.6975996410470353,semantic_conf,Technology,0.7751107122744837,Uncategorized,0.0
phone support,BC484360237,phone support,13,Services,Furniture,0.7105443162949481,semantic_conf,Furniture,0.7894936847721645,Uncategorized,0.0
armario,BC690520920,armario,2,Furniture,Services,0.6923557679897135,semantic_conf,Services,0.7692841866552372,Uncategorized,0.0
SOFTWARE SUPPORT,BC588920837,software support,13,Services,Furniture,0.7146711630852618,semantic_conf,Furniture,0.7940790700947353,Uncategorized,0.0
workstation,BC241273318,workstation,20,Technology,Services,0.6759650240489157,semantic_conf,Services,0.7510722489432397,Uncategorized,0.0
soffa,BC713763535,soffa,11,Furniture,Technology,0.6810663532469239,semantic_conf,Technology,0.7567403924965821,Uncategorized,0.0
Desk Model D-100,BC447302779,desk model d-100,1,Furniture,Technology,0.7011988301906499,semantic_conf,Technology,0.7791098113229443,Uncategorized,0.0
API subscription,BC974947794,api subscription,6,Services,Furniture,0.6843426027617356,semantic_conf,Furniture,0.7603806697352617,Uncategorized,0.0
lounge chair,BC702549133,lounge chair,19,Furniture,Technology,0.7072817041668354,semantic_conf,Technology,0.7858685601853727,Uncategorized,0.0
Office 365 E3,BC986594254,office 365 e3,6,Services,Furniture,0.6885588207564255,semantic_conf,Furniture,0.7650653563960284,Uncategorized,0.0
skrivbord Model X-438,BC119744516,skrivbord model x-438,1,Furniture,Technology,0.6993882854614171,semantic_conf,Technology,0.7770980949571301,Uncategorized,0.0
Herman Miller fabric sedia,BC708491359,herman miller fabric sedia,14,Furniture,Technology,0.6821958777295317,semantic_conf,Technology,0.7579954196994797,Uncategorized,0.0
sofá,BC821283444,sofa,11,Furniture,Technology,0.7113607238981691,semantic_conf,Technology,0.7904008043312989,Uncategorized,0.0
service agreement - Refurbished,BC936560721,service agreement - refurbished,15,Services,Furniture,0.6706675324913074,semantic_conf,Furniture,0.7451861472125637,Uncategorized,0.0
диван,BC778812730,диван,11,Furniture,Technology,0.6997664999220338,semantic_conf,Technology,0.7775183332467042,Uncategorized,0.0
desk,BC350175561,desk,3,Furniture,Technology,0.704250446520363,semantic_conf,Technology,0.7825004961337366,Uncategorized,0.0
reception sofa,BC665646221,reception sofa,5,Furniture,Technology,0.7014164525160005,semantic_conf,Technology,0.7793516139066672,Uncategorized,0.0
ERP system annual,BC349978373,erp system annual,4,Services,Furniture,0.6778285154969315,semantic_conf,Furniture,0.7531427949965905,Uncategorized,0.0
network support,BC817539340,network support,13,Services,Furniture,0.7075090749295153,semantic_conf,Furniture,0.7861211943661282,Uncategorized,0.0
sofá,BC921879587,sofa,11,Furniture,Technology,0.7113607238981691,semantic_conf,Technology,0.7904008043312989,Uncategorized,0.0
lounge chair,BC509715619,lounge chair,19,Furniture,Technology,0.7072817041668354,semantic_conf,Technology,0.7858685601853727,Uncategorized,0.0
sofa,BC126749178,sofa,11,Furniture,Technology,0.7113607238981691,semantic_conf,Technology,0.7904008043312989,Uncategorized,0.0
taask chair,BC509682018,taask chair,14,Furniture,Technology,0.6969561275826659,semantic_conf,Technology,0.7743956973140732,Uncategorized,0.0
black counch,BC591759000,black counch,19,Furniture,Technology,0.6787237419876514,semantic_conf,Technology,0.7541374910973905,Uncategorized,0.0
Office 365 subscription,BC332866519,office 365 subscription,6,Services,Furniture,0.6962263443789384,semantic_conf,Furniture,0.7735848270877093,Uncategorized,0.0
Workstation WS-Pro,BC746716453,workstation ws-pro,8,Furniture,Services,0.7008564495358576,semantic_conf,Services,0.7787293883731751,Uncategorized,0.0
security support basic,BC670866707,security support basic,13,Services,Furniture,0.6993666393788257,semantic_conf,Furniture,0.7770740437542507,Uncategorized,0.0
Kimball reception sofa,BC924913247,kimball reception sofa,5,Furniture,Technology,0.6919487374910523,semantic_conf,Technology,0.7688319305456137,Uncategorized,0.0
소프트웨어,BC466990085,소프트웨어,2,Services,Services,0.666676137948591,semantic_conf,Services,0.7407512643873234,Uncategorized,0.0
plastic cadeira,BC937649523,plastic cadeira,14,Furniture,Technology,0.6857665416585174,semantic_conf,Technology,0.7619628240650193,Uncategorized,0.0
servicio de internet,BC814298538,servicio de internet,7,Services,Furniture,0.6995835333737638,semantic_conf,Furniture,0.7773150370819597,Uncategorized,0.0
Herman Miller Chair Model C-300,BC531168733,herman miller chair model c-300,14,Furniture,Technology,0.6864308711873259,semantic_conf,Technology,0.7627009679859177,Uncategorized,0.0
ITSM service,BC496284441,itsm service,7,Services,Furniture,0.7053692727956082,semantic_conf,Furniture,0.7837436364395647,Uncategorized,0.0
стол Model Pro-901,BC385417366,стол model pro-901,1,Furniture,Technology,0.70503685671424,semantic_conf,Technology,0.7833742852380444,Uncategorized,0.0
CDN SERVICE,BC744154611,cdn service,7,Services,Furniture,0.7001879959973599,semantic_conf,Furniture,0.7779866622192888,Uncategorized,0.0
OneDrive storage annual agreement,BC879394493,onedrive storage annual agreement,15,Services,Furniture,0.6786890004154253,semantic_conf,Furniture,0.7540988893504726,Uncategorized,0.0
office sofa,BC440096507,office sofa,5,Furniture,Technology,0.696866406787317,semantic_conf,Technology,0.7742960075414633,Uncategorized,0.0
premium seet,BC264013159,premium seet,19,Furniture,Technology,0.682931430557674,semantic_conf,Technology,0.7588127006196378,Uncategorized,0.0
divan,BC659568869,divan,11,Furniture,Technology,0.7002366375181641,semantic_conf,Technology,0.7780407083535157,Uncategorized,0.0
seet,BC244816382,seet,19,Furniture,Technology,0.6933919384273944,semantic_conf,Technology,0.7704354871415494,Uncategorized,0.0
phone support,BC779937154,phone support,13,Services,Furniture,0.7105443162949481,semantic_conf,Furniture,0.7894936847721645,Uncategorized,0.0
mesh cabnet,BC548108259,mesh cabnet,16,Furniture,Technology,0.6967672937483731,semantic_conf,Technology,0.7741858819426367,Uncategorized,0.0
Anti-virus per device,BC988651295,anti-virus per device,17,Services,Furniture,0.695306093618628,semantic_conf,Furniture,0.77256232624292,Uncategorized,0.0
business computer,BC283486349,business computer,9,Technology,Services,0.6791422255584861,semantic_conf,Services,0.7546024728427624,Uncategorized,0.0
hardware maintenance,BC317228954,hardware maintenance,13,Services,Furniture,0.6840750975640216,semantic_conf,Furniture,0.7600834417378017,Uncategorized,0.0
Adobe CC All Apps standard,BC493369637,adobe cc all apps standard,6,Services,Furniture,0.6810742237887284,semantic_conf,Furniture,0.7567491375430315,Uncategorized,0.0
Ofice 365,BC198682372,ofice 365,6,Services,Furniture,0.6881259122214218,semantic_conf,Furniture,0.764584346912691,Uncategorized,0.0
mini PC Gen 3,BC873309842,mini piece gen 3,8,Technology,Services,0.6796174847397913,semantic_conf,Services,0.7551305385997681,Uncategorized,0.0
standing desk,BC487541399,standing desk,3,Furniture,Technology,0.6994457518678056,semantic_conf,Technology,0.777161946519784,Uncategorized,0.0
SaaS subscription volume license,BC733830783,saas subscription volume license,15,Services,Furniture,0.6820859644886066,semantic_conf,Furniture,0.7578732938762295,Uncategorized,0.0
gray schreibtisch Model X-327,BC634323575,gray schreibtisch model x-327,1,Furniture,Technology,0.6927738507423314,semantic_conf,Technology,0.7697487230470349,Uncategorized,0.0
컴퓨터,BC602935000,컴퓨터,2,Technology,Services,0.6705428104644602,semantic_conf,Services,0.7450475671827336,Uncategorized,0.0
16GB RAM Computer,BC164542674,16gb ram computer,9,Technology,Services,0.6693031855175163,semantic_conf,Services,0.7436702061305737,Uncategorized,0.0
deluxe height adjustable desk,BC713119661,deluxe height adjustable desk,3,Furniture,Technology,0.6773714935403214,semantic_conf,Technology,0.7526349928225794,Uncategorized,0.0
Teknion armoire,BC427413432,teknion armoire,21,Furniture,Services,0.6790938025144564,semantic_conf,Services,0.754548669460507,Uncategorized,0.0
Reception Sofa RS-100,BC840447097,reception sofa rs-100,5,Furniture,Technology,0.6903174179681947,semantic_conf,Technology,0.7670193532979941,Uncategorized,0.0
ergonomic chair,BC324130818,ergonomic chair,14,Furniture,Technology,0.7059221622334685,semantic_conf,Technology,0.7843579580371872,Uncategorized,0.0
service agreement,BC128008008,service agreement,15,Services,Furniture,0.6865424547668506,semantic_conf,Furniture,0.7628249497409451,Uncategorized,0.0
metal computer desk,BC779580831,metal computer desk,3,Furniture,Technology,0.6951807713132249,semantic_conf,Technology,0.7724230792369166,Uncategorized,0.0
1080p Monitor quiet,BC786031600,1080p monitor quiet,12,Technology,Services,0.6734688352796998,semantic_conf,Services,0.7482987058663331,Uncategorized,0.0
office sofa,BC538719265,office sofa,5,Furniture,Technology,0.696866406787317,semantic_conf,Technology,0.7742960075414633,Uncategorized,0.0
chaise Model X-195,BC750637748,chaise model x-195,1,Furniture,Technology,0.7077212651405248,semantic_conf,Technology,0.7863569612672497,Uncategorized,0.0
인터넷 서비스 license,BC219483835,인터넷 서비스 license,15,Services,Furniture,0.6630949054237414,semantic_conf,Furniture,0.7367721171374905,Uncategorized,0.0
support contract basic,BC501387022,support contract basic,13,Services,Furniture,0.6940083904297748,semantic_conf,Furniture,0.7711204338108608,Uncategorized,0.0
storage cabinet,BC543352165,storage cabinet,16,Furniture,Technology,0.7039353900523129,semantic_conf,Technology,0.7821504333914587,Uncategorized,0.0
workstation Model Pro-997,BC836527450,workstation model pro-997,1,Furniture,Technology,0.7075793226394567,semantic_conf,Technology,0.7861992473771741,Uncategorized,0.0
tavolo Model B-891,BC678700154,tavolo model b-891,1,Furniture,Technology,0.7009842534694585,semantic_conf,Technology,0.7788713927438428,Uncategorized,0.0
Aeron chair,BC546626348,aeron chair,14,Furniture,Technology,0.7046671029912199,semantic_conf,Technology,0.7829634477680222,Uncategorized,0.0
work table,BC424620301,work table,10,Furniture,Technology,0.691715337982221,semantic_conf,Technology,0.7685725977580232,Uncategorized,0.0
copyer,BC663961987,copyer,20,Technology,Services,0.6684314499446066,semantic_conf,Services,0.7427016110495629,Uncategorized,0.0
glass seat Model Pro-310,BC699602642,glass seat model pro-310,1,Furniture,Technology,0.7038993855152044,semantic_conf,Technology,0.782110428350227,Uncategorized,0.0
HP ProBook,BC324422284,hp probook,8,Technology,Services,0.7021241151604761,semantic_conf,Services,0.7801379057338623,Uncategorized,0.0
Allsteel bureau,BC930888412,allsteel bureau,6,Furniture,Furniture,0.6687377252898118,semantic_conf,Furniture,0.7430419169886797,Uncategorized,0.0
executive chair,BC333203933,executive chair,19,Furniture,Technology,0.6858835770878254,semantic_conf,Technology,0.7620928634309171,Uncategorized,0.0
armchair,BC404957218,armchair,19,Furniture,Technology,0.6981641783508716,semantic_conf,Technology,0.7757379759454129,Uncategorized,0.0
SQL Server,BC293028062,sql server,4,Services,Furniture,0.6830002436310868,semantic_conf,Furniture,0.7588891595900964,Uncategorized,0.0
Windows 10 Pro limited contract,BC634239338,windows 10 pro limited contract,6,Services,Furniture,0.6706470289549729,semantic_conf,Furniture,0.7451633655055254,Uncategorized,0.0
Azure subscription,BC435418436,azure subscription,6,Services,Furniture,0.6834258773646256,semantic_conf,Furniture,0.7593620859606951,Uncategorized,0.0
B&W printer,BC241246317,bw printer,18,Technology,Services,0.6912611415323021,semantic_conf,Services,0.7680679350358912,Uncategorized,0.0
Internet-Service volume license,BC173955669,internet-service volume license,15,Services,Furniture,0.6922005746837665,semantic_conf,Furniture,0.7691117496486294,Uncategorized,0.0
iCloud storage,BC506994931,icloud storage,7,Services,Furniture,0.6867150991830137,semantic_conf,Furniture,0.7630167768700151,Uncategorized,0.0
bookcase Model Pro-320,BC494152254,bookcase model pro-320,1,Furniture,Technology,0.7010501285228643,semantic_conf,Technology,0.7789445872476269,Uncategorized,0.0
IKEA Lounge Seating LS-200,BC364404457,ikea lounge seating ls-200,5,Furniture,Technology,0.6697131711134126,semantic_conf,Technology,0.7441257456815695,Uncategorized,0.0
SIP trunk monthly,BC333471497,sip trunk monthly,6,Services,Furniture,0.670753673585405,semantic_conf,Furniture,0.7452818595393389,Uncategorized,0.0
fabric conference chair,BC158559749,fabric conference chair,14,Furniture,Technology,0.6917729732381072,semantic_conf,Technology,0.7686366369312302,Uncategorized,0.0
mobile plan unlimited,BC106174601,mobile plan unlimited,7,Services,Furniture,0.6930452197465207,semantic_conf,Furniture,0.7700502441628008,Uncategorized,0.0
small executive chair,BC979447956,small executive chair,14,Furniture,Technology,0.686009066997644,semantic_conf,Technology,0.7622322966640488,Uncategorized,0.0
Azure subscription,BC350707551,azure subscription,6,Services,Furniture,0.6834258773646256,semantic_conf,Furniture,0.7593620859606951,Uncategorized,0.0
의자 Model X-817,BC438126323,의자 model x-817,1,Furniture,Technology,0.6902435620460423,semantic_conf,Technology,0.7669372911622693,Uncategorized,0.0
Steelcase desk Model A-702,BC635148365,steelcase desk model a-702,1,Furniture,Technology,0.7032246490154179,semantic_conf,Technology,0.7813607211282422,Uncategorized,0.0
dedicated line per user,BC113545781,dedicated line per user,17,Services,Furniture,0.6835198771212068,semantic_conf,Furniture,0.7594665301346741,Uncategorized,0.0
security support volume license service,BC246698943,security support volume license service,15,Services,Furniture,0.6916817281719256,semantic_conf,Furniture,0.7685352535243618,Uncategorized,0.0
remote support premium agreement,BC391317298,remote support premium agreement,15,Services,Furniture,0.6736426923748065,semantic_conf,Furniture,0.7484918804164516,Uncategorized,0.0
Adobe CC All Apps,BC404007541,adobe cc all apps,6,Services,Furniture,0.6836381473860642,semantic_conf,Furniture,0.7595979415400713,Uncategorized,0.0
executive chair,BC416447391,executive chair,19,Furniture,Technology,0.6858835770878254,semantic_conf,Technology,0.7620928634309171,Uncategorized,0.0
inkjet printer certified,BC297543237,inkjet printer certified,18,Technology,Services,0.6845042278703454,semantic_conf,Services,0.7605602531892726,Uncategorized,0.0
Global deluxe шкаф,BC850282713,global deluxe шкаф,16,Furniture,Technology,0.6881211929888669,semantic_conf,Technology,0.7645791033209631,Uncategorized,0.0
ordenador,BC806019487,ordenador,9,Technology,Services,0.6778405495235588,semantic_conf,Services,0.7531561661372875,Uncategorized,0.0
Lounge Seating LS-200 Model C-221,BC454601784,lounge seating ls-200 model c-221,1,Furniture,Technology,0.6965757210884007,semantic_conf,Technology,0.7739730234315564,Uncategorized,0.0
Internet-Service,BC521359675,internet-service,7,Services,Furniture,0.704015561905792,semantic_conf,Furniture,0.7822395132286577,Uncategorized,0.0
iCloud storage,BC986108130,icloud storage,7,Services,Furniture,0.6867150991830137,semantic_conf,Furniture,0.7630167768700151,Uncategorized,0.0
compter quiet,BC386156035,compter quiet,21,Technology,Services,0.6612779265073763,semantic_conf,Services,0.7347532516748625,Uncategorized,0.0
skrivbord,BC566531276,skrivbord,10,Furniture,Technology,0.6619209847355321,semantic_conf,Technology,0.7354677608172578,Uncategorized,0.0
cabnit,BC711028819,cabnit,16,Furniture,Technology,0.6819300644965115,semantic_conf,Technology,0.7577000716627905,Uncategorized,0.0
scren,BC281736451,scren,20,Technology,Services,0.6545892129489096,semantic_conf,Services,0.7273213477210106,Uncategorized,0.0
ITSM service unlimited,BC444390192,itsm service unlimited,7,Services,Furniture,0.6970126360329892,semantic_conf,Furniture,0.7744584844810991,Uncategorized,0.0
office desk,BC662906773,office desk,3,Furniture,Technology,0.7102964138608323,semantic_conf,Technology,0.789218237623147,Uncategorized,0.0
طابعة backlit,BC197110078,طابعة backlit,18,Technology,Services,0.6831796994146111,semantic_conf,Services,0.7590885549051234,Uncategorized,0.0
QHD Display 2022,BC348053691,qhd display 2022,8,Technology,Services,0.675231536558639,semantic_conf,Services,0.7502572628429321,Uncategorized,0.0
ergonomic chair,BC793627337,ergonomic chair,14,Furniture,Technology,0.7059221622334685,semantic_conf,Technology,0.7843579580371872,Uncategorized,0.0
service agreement site license service,BC780631093,service agreement site license service,15,Services,Furniture,0.6989537332531024,semantic_conf,Furniture,0.7766152591701138,Uncategorized,0.0
IT support license,BC135981405,it support license,13,Services,Furniture,0.6880840344460406,semantic_conf,Furniture,0.7645378160511562,Uncategorized,0.0
DSL,BC867384519,dsl,7,Services,Furniture,0.6773151367577817,semantic_conf,Furniture,0.752572374175313,Uncategorized,0.0
MS Office,BC889556480,ms office,4,Services,Furniture,0.684973491159163,semantic_conf,Furniture,0.7610816568435144,Uncategorized,0.0
Teknion Chair Model C-300,BC185336088,teknion chair model c-300,1,Furniture,Technology,0.7032078583869847,semantic_conf,Technology,0.7813420648744275,Uncategorized,0.0
szafa,BC594318319,szafa,16,Furniture,Technology,0.6806066089243832,semantic_conf,Technology,0.7562295654715369,Uncategorized,0.0
photo printer,BC506603082,photo printer,18,Technology,Services,0.7063864936765435,semantic_conf,Services,0.784873881862826,Uncategorized,0.0
モニター,BC789075603,モニター,0,Technology,Services,0.6597381776002871,semantic_conf,Services,0.7330424195558745,Uncategorized,0.0
security software,BC661782298,security software,17,Services,Furniture,0.6736821781847443,semantic_conf,Furniture,0.7485357535386048,Uncategorized,0.0
HP EliteDesk Max,BC623836867,hp elitedesk max,8,Technology,Services,0.6992735170636286,semantic_conf,Services,0.7769705745151428,Uncategorized,0.0
كرسي,BC979947812,كرسي,19,Furniture,Technology,0.693502445438808,semantic_conf,Technology,0.7705582727097867,Uncategorized,0.0
desktop computer gaming,BC950899166,desktop computer gaming,9,Technology,Services,0.6681811101982261,semantic_conf,Services,0.7424234557758068,Uncategorized,0.0
schrank,BC260610323,schrank,16,Furniture,Technology,0.6899137669176998,semantic_conf,Technology,0.7665708521307776,Uncategorized,0.0
filing cabinet Model C-547,BC774992147,filing cabinet model c-547,1,Furniture,Technology,0.7046511014137181,semantic_conf,Technology,0.7829456682374646,Uncategorized,0.0
ultra wide,BC913656416,ultra wide,12,Technology,Services,0.6871923577043977,semantic_conf,Services,0.7635470641159974,Uncategorized,0.0
خزانة,BC270307732,خزانة,16,Furniture,Technology,0.663273745116705,semantic_conf,Technology,0.7369708279074499,Uncategorized,0.0
bench,BC847889838,bench,3,Furniture,Technology,0.6867317056279527,semantic_conf,Technology,0.763035228475503,Uncategorized,0.0
IaaS platform standard,BC516065124,iaas platform standard,7,Services,Furniture,0.6713989346894529,semantic_conf,Furniture,0.7459988163216142,Uncategorized,0.0
small HON table,BC107053228,small hon table,10,Furniture,Technology,0.6849384686851934,semantic_conf,Technology,0.7610427429835481,Uncategorized,0.0
lounge chair,BC557913296,lounge chair,19,Furniture,Technology,0.7072817041668354,semantic_conf,Technology,0.7858685601853727,Uncategorized,0.0
divan Model Pro-600,BC194269176,divan model pro-600,1,Furniture,Technology,0.7009430547389898,semantic_conf,Technology,0.7788256163766553,Uncategorized,0.0
cupboard,BC336859315,cupboard,20,Furniture,Services,0.6637362430640371,semantic_conf,Services,0.7374847145155968,Uncategorized,0.0
HON workstation,BC142146105,hon workstation,10,Furniture,Technology,0.6819514534378484,semantic_conf,Technology,0.7577238371531648,Uncategorized,0.0
iCloud storage volume license,BC877817678,icloud storage volume license,15,Services,Furniture,0.6862285826679279,semantic_conf,Furniture,0.7624762029643642,Uncategorized,0.0
business hours support bundle,BC515026155,business hours support bundle,13,Services,Furniture,0.6751120669873156,semantic_conf,Furniture,0.7501245188747951,Uncategorized,0.0
Knoll basic char,BC160170716,knoll basic char,16,Furniture,Technology,0.6765135043234768,semantic_conf,Technology,0.7516816714705298,Uncategorized,0.0
display,BC285652633,display,20,Technology,Services,0.6744674931117208,semantic_conf,Services,0.7494083256796898,Uncategorized,0.0
divan,BC312717408,divan,11,Furniture,Technology,0.7002366375181641,semantic_conf,Technology,0.7780407083535157,Uncategorized,0.0
イス,BC865007974,イス,0,Furniture,Services,0.6570529645112978,semantic_conf,Services,0.7300588494569975,Uncategorized,0.0
leather стол,BC765434962,leather стол,14,Furniture,Technology,0.6876337346421446,semantic_conf,Technology,0.7640374829357163,Uncategorized,0.0
Global char Model A-429,BC928416590,global char model a-429,1,Furniture,Technology,0.6903852899703893,semantic_conf,Technology,0.7670947666337659,Uncategorized,0.0
professional lounge chair,BC683708118,professional lounge chair,14,Furniture,Technology,0.6927589532719817,semantic_conf,Technology,0.7697321703022019,Uncategorized,0.0
Steelcase storage unit,BC918671750,steelcase storage unit,16,Furniture,Technology,0.6987136118979397,semantic_conf,Technology,0.7763484576643774,Uncategorized,0.0
fiber internet,BC176927143,fiber internet,7,Services,Furniture,0.6950075238618161,semantic_conf,Furniture,0.7722305820686846,Uncategorized,0.0
bench,BC688574163,bench,3,Furniture,Technology,0.6867317056279527,semantic_conf,Technology,0.763035228475503,Uncategorized,0.0
phone support annual contract,BC382769127,phone support annual contract,15,Services,Furniture,0.6744142566200305,semantic_conf,Furniture,0.7493491740222561,Uncategorized,0.0
software support,BC582537877,software support,13,Services,Furniture,0.7146711630852618,semantic_conf,Furniture,0.7940790700947353,Uncategorized,0.0
soffa Model X-132,BC424100009,soffa model x-132,1,Furniture,Technology,0.7001925726566228,semantic_conf,Technology,0.7779917473962475,Uncategorized,0.0
computer,BC637577213,computer,9,Technology,Services,0.6741155512878563,semantic_conf,Services,0.7490172792087292,Uncategorized,0.0
Color laser Max,BC949830412,color laser max,18,Technology,Services,0.6617243876394036,semantic_conf,Services,0.7352493195993373,Uncategorized,0.0
MSP SERVICE,BC123762858,msp service,7,Services,Furniture,0.6948684245023038,semantic_conf,Furniture,0.772076027224782,Uncategorized,0.0
Windows 10 Pro,BC160046549,windows 10 pro,8,Services,Services,0.6979200207505335,semantic_conf,Services,0.775466689722815,Uncategorized,0.0
deks,BC725084928,deks,3,Furniture,Technology,0.6768265759568559,semantic_conf,Technology,0.752029528840951,Uncategorized,0.0
widescreen,BC700539700,widescreen,12,Technology,Services,0.6676115881655182,semantic_conf,Services,0.7417906535172425,Uncategorized,0.0
NOC service site license,BC131638762,noc service site license,15,Services,Furniture,0.6823224280353595,semantic_conf,Furniture,0.7581360311503994,Uncategorized,0.0
Adoby Creative,BC112277573,adoby creative,6,Services,Furniture,0.6707664409003159,semantic_conf,Furniture,0.7452960454447954,Uncategorized,0.0
basic shelf,BC396222040,basic shelf,16,Furniture,Technology,0.6856157951922359,semantic_conf,Technology,0.7617953279913733,Uncategorized,0.0
bureau,BC989516564,bureau,19,Furniture,Technology,0.6866366340908466,semantic_conf,Technology,0.762929593434274,Uncategorized,0.0
external monitor,BC839170893,external monitor,12,Technology,Services,0.689576626941916,semantic_conf,Services,0.7661962521576844,Uncategorized,0.0
security software site license,BC211779101,security software site license,15,Services,Furniture,0.6871100101944019,semantic_conf,Furniture,0.7634555668826687,Uncategorized,0.0
SQL Server limited,BC882206689,sql server limited,4,Services,Furniture,0.6820601830155473,semantic_conf,Furniture,0.7578446477950525,Uncategorized,0.0
all-in-one,BC266457342,all-in-one,8,Technology,Services,0.6767079853329767,semantic_conf,Services,0.7518977614810852,Uncategorized,0.0
برمجيات,BC208689641,برمجيات,0,Services,Services,0.6402639990476595,semantic_conf,Services,0.7114044433862883,Uncategorized,0.0
office chair,BC947384695,office chair,19,Furniture,Technology,0.7070557012352405,semantic_conf,Technology,0.7856174458169339,Uncategorized,0.0
notebook new,BC626072176,notebook new,8,Technology,Services,0.6909463846001733,semantic_conf,Services,0.7677182051113037,Uncategorized,0.0
cloud storage,BC571967377,cloud storage,17,Services,Furniture,0.6738477241251435,semantic_conf,Furniture,0.7487196934723817,Uncategorized,0.0
モニター,BC661852456,モニター,0,Technology,Services,0.6597381776002871,semantic_conf,Services,0.7330424195558745,Uncategorized,0.0
Used IKEA brown sofa,BC120100290,used ikea brown sofa,5,Furniture,Technology,0.6726278203615358,semantic_conf,Technology,0.7473642448461508,Uncategorized,0.0
Aeron chair,BC698439590,aeron chair,14,Furniture,Technology,0.7046671029912199,semantic_conf,Technology,0.7829634477680222,Uncategorized,0.0
ANTI-VIRUS BASIC SUBSCRIPTION,BC712062546,anti-virus basic subscription,17,Services,Furniture,0.6891885649416413,semantic_conf,Furniture,0.7657650721573792,Uncategorized,0.0
USB printer,BC116121432,usb printer,18,Technology,Services,0.6991322984632256,semantic_conf,Services,0.7768136649591395,Uncategorized,0.0
small file cabinet,BC337079167,small file cabinet,16,Furniture,Technology,0.6957123809428158,semantic_conf,Technology,0.7730137566031287,Uncategorized,0.0
SOC service per device,BC574819483,soc service per device,17,Services,Furniture,0.6911610614511933,semantic_conf,Furniture,0.7679567349457703,Uncategorized,0.0
Dropbox Business,BC374294163,dropbox business,4,Services,Furniture,0.6836878547341446,semantic_conf,Furniture,0.7596531719268274,Uncategorized,0.0
stol,BC982292061,stol,19,Furniture,Technology,0.70015223167271,semantic_conf,Technology,0.7779469240807889,Uncategorized,0.0
i-Mac enterprise v3,BC294020880,i-mac enterprise v3,8,Technology,Services,0.6942777418408502,semantic_conf,Services,0.7714197131565003,Uncategorized,0.0
BI tool license,BC636784164,bi tool license,15,Services,Furniture,0.6776064072128345,semantic_conf,Furniture,0.7528960080142605,Uncategorized,0.0
Herman Miller standard desk chair,BC681544961,herman miller standard desk chair,14,Furniture,Technology,0.6893617746220794,semantic_conf,Technology,0.7659575273578659,Uncategorized,0.0
phone support,BC527915151,phone support,13,Services,Furniture,0.7105443162949481,semantic_conf,Furniture,0.7894936847721645,Uncategorized,0.0
Herman Miller workstaton Model C-919,BC485753927,herman miller workstaton model c-919,1,Furniture,Technology,0.6930155714187536,semantic_conf,Technology,0.7700173015763928,Uncategorized,0.0
Color laser,BC473302105,color laser,18,Technology,Services,0.6648420264657738,semantic_conf,Services,0.7387133627397486,Uncategorized,0.0
Photoshop,BC591285126,photoshop,20,Services,Services,0.6600134978839072,semantic_conf,Services,0.733348330982119,Uncategorized,0.0
MSP service,BC905917946,msp service,7,Services,Furniture,0.6948684245023038,semantic_conf,Furniture,0.772076027224782,Uncategorized,0.0
Brother MFC backlit 2020,BC361015184,brother mfc backlit 2020,8,Technology,Services,0.6792493247304071,semantic_conf,Services,0.7547214719226746,Uncategorized,0.0
ソファ,BC185852967,ソファ,11,Furniture,Technology,0.6787979554388489,semantic_conf,Technology,0.7542199504876099,Uncategorized,0.0
cloud storage,BC624282788,cloud storage,17,Services,Furniture,0.6738477241251435,semantic_conf,Furniture,0.7487196934723817,Uncategorized,0.0
cabnit,BC908356009,cabnit,16,Furniture,Technology,0.6819300644965115,semantic_conf,Technology,0.7577000716627905,Uncategorized,0.0
Global large chiar,BC561779564,global large chiar,21,Furniture,Services,0.6533127313283906,semantic_conf,Services,0.725903034809323,Uncategorized,0.0
setee,BC737594123,setee,19,Furniture,Technology,0.6841751708778797,semantic_conf,Technology,0.7601946343087552,Uncategorized,0.0
32-inch Screen business grade 2021,BC628276702,32-inch screen business grade 2021,8,Technology,Services,0.6795096599373927,semantic_conf,Services,0.7550107332637696,Uncategorized,0.0
sofa,BC849223390,sofa,11,Furniture,Technology,0.7113607775423493,semantic_conf,Technology,0.7904008639359437,Uncategorized,0.0
business computer,BC815858075,business computer,9,Technology,Services,0.6791422255584861,semantic_conf,Services,0.7546024728427624,Uncategorized,0.0
IKEA stuhl Model C-908,BC408899514,ikea stuhl model c-908,1,Furniture,Technology,0.7008658071193609,semantic_conf,Technology,0.7787397856881787,Uncategorized,0.0
インターネットサービス premium,BC982644252,インターネットサーヒス premium,0,Services,Services,0.6586719995168673,semantic_conf,Services,0.7318577772409636,Uncategorized,0.0
white canapé,BC563787397,white canape,19,Furniture,Technology,0.6782000674995838,semantic_conf,Technology,0.7535556305550931,Uncategorized,0.0
IT support volume license,BC646041020,it support volume license,15,Services,Furniture,0.6799445424552966,semantic_conf,Furniture,0.7554939360614407,Uncategorized,0.0
Allsteel cadeira Model B-233,BC713579662,allsteel cadeira model b-233,1,Furniture,Technology,0.6983898599777135,semantic_conf,Technology,0.7759887333085705,Uncategorized,0.0
