name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence
SOC service per device,BC574819483,soc service per device,17,,Furniture,0.7679567349457703
Dropbox Business,BC374294163,dropbox business,4,,Furniture,0.7596531719268274
stol,BC982292061,stol,19,Furniture,Technology,0.7779469240807889
i-Mac enterprise v3,BC294020880,i-mac enterprise v3,8,,Services,0.7714197131565003
BI tool license,BC636784164,bi tool license,15,,Furniture,0.7528960080142605
Herman Miller standard desk chair,BC681544961,herman miller standard desk chair,14,,Technology,0.7659575273578659
phone support,BC527915151,phone support,13,Services,Furniture,0.7894936847721645
Herman Miller workstaton Model C-919,BC485753927,herman miller workstaton model c-919,1,,Technology,0.7700173015763928
Color laser,BC473302105,color laser,18,,Services,0.7387133627397486
Photoshop,BC591285126,photoshop,20,,Services,0.733348330982119
MSP service,BC905917946,msp service,7,,Furniture,0.772076027224782
Brother MFC backlit 2020,BC361015184,brother mfc backlit 2020,8,,Services,0.7547214719226746
ソファ,BC185852967,ソファ,11,Furniture,Technology,0.7542199504876099
cloud storage,BC624282788,cloud storage,17,Services,Furniture,0.7487196934723817
cabnit,BC908356009,cabnit,16,Furniture,Technology,0.7577000716627905
Global large chiar,BC561779564,global large chiar,21,,Services,0.725903034809323
setee,BC737594123,setee,19,Furniture,Technology,0.7601946343087552
32-inch Screen business grade 2021,BC628276702,32-inch screen business grade 2021,8,,Services,0.7550107332637696
sofa,BC849223390,sofa,11,Furniture,Technology,0.7904008639359437
business computer,BC815858075,business computer,9,Technology,Services,0.7546024728427624
IKEA stuhl Model C-908,BC408899514,ikea stuhl model c-908,1,,Technology,0.7787397856881787
インターネットサービス premium,BC982644252,インターネットサーヒス premium,0,Services,Services,0.7318577772409636
white canapé,BC563787397,white canape,19,Furniture,Technology,0.7535556305550931
IT support volume license,BC646041020,it support volume license,15,,Furniture,0.7554939360614407
Allsteel cadeira Model B-233,BC713579662,allsteel cadeira model b-233,1,,Technology,0.7759887333085705
ITSM service unlimited subscription,BC217377475,itsm service unlimited subscription,7,,Furniture,0.7633062170250444
الدعم التقني,BC543502646,الدعم التقني,13,Services,Furniture,0.762524251941354
wooden archivador,BC523861817,wooden archivador,2,Furniture,Services,0.7492574432432194
standard Reception Sofa RS-100,BC349304100,standard reception sofa rs-100,5,,Technology,0.7677971343076682
Lenovo ThinkCentre professional,BC753278884,lenovo thinkcentre professional,8,,Services,0.7750786634853272
personal computer certified,BC984379899,personal computer certified,9,Technology,Services,0.7507168460498547
maintenance contract,BC900592344,maintenance contract,15,Services,Furniture,0.751361248015939
Network printer 2020,BC258567048,network printer 2020,18,,Services,0.7578900247079798
deluxe Desk Model D-100,BC330664237,deluxe desk model d-100,1,,Technology,0.7737027163675
Microsoft Office professional,BC707191953,microsoft office professional,6,,Furniture,0.7564740025027483
デスク - Refurbished,BC889382867,テスク - refurbished,8,,Services,0.778963455813208
Office Software premium,BC297713683,office software premium,4,,Furniture,0.7667327732146691
IT support,BC481734198,it support,13,,Furniture,0.7770395326649258
طابعة used v2,BC231148450,طابعة used v2,18,Technology,Services,0.7571941404802272
Aeron chair,BC695861587,aeron chair,14,,Technology,0.7829634477680222
shelving unit,BC521854587,shelving unit,2,Furniture,Services,0.7449616172849675
диван,BC468584828,диван,11,Furniture,Technology,0.7775183332467042
1440p Screen backlit,BC966997739,1440p screen backlit,12,,Services,0.7557621610665284
Steelcase krzesło,BC368520783,steelcase krzesło,16,,Technology,0.7686272719801733
armoire - Refurbished,BC220658235,armoire - refurbished,2,,Services,0.7540850618421574
white reception sofa,BC349832483,white reception sofa,5,Furniture,Technology,0.7690636734045004
ofice chair,BC641909751,ofice chair,14,Furniture,Technology,0.7668366362636582
business internet,BC316980704,business internet,4,Services,Furniture,0.769588193327279
Box subscription basic,BC256253951,box subscription basic,6,,Furniture,0.7561168514712542
Kimball conference chair,BC103793417,kimball conference chair,14,,Technology,0.754593544203569
silla,BC943666157,silla,19,Furniture,Technology,0.7730135072373746
bench,BC152705290,bench,3,Furniture,Technology,0.763035228475503
PRI line,BC487005172,pri line,7,,Furniture,0.7518977092011003
Software de oficina package,BC627642633,software de oficina package,4,,Furniture,0.7531213969291162
SAP monthly,BC344198929,sap monthly,6,,Furniture,0.7468952380641192
Adobe CC All Apps site license,BC331820924,adobe cc all apps site license,6,,Furniture,0.7535437785609453
label printer used,BC727813474,label printer used,18,Technology,Services,0.763326623962588
イス - Refurbished,BC865007974,イス - refurbished,8,,Services,0.7738361450603394
armchair,BC768469061,armchair,19,Furniture,Technology,0.7757379759454129
workstation Model B-142,BC585007134,workstation model b-142,1,,Technology,0.7808166499307324
Internet-Service premium,BC221256011,internet-service premium,7,,Furniture,0.777979450057271
seat,BC152526165,seat,19,Furniture,Technology,0.7780913461350797
mesh стул,BC682219061,mesh стул,14,Furniture,Technology,0.7633373667781845
ソフトウェア enterprise,BC198141669,ソフトウェア enterprise,0,Services,Services,0.7439218765527922
deluxe sofá,BC388645449,deluxe sofa,5,Furniture,Technology,0.760165653613851
ASUS PB278Q portable,BC119727026,asus pb278q portable,8,,Services,0.7751249762943176
인터넷 서비스,BC840076530,인터넷 서비스,2,Services,Services,0.7352703788816471
hardware maintenance,BC292069408,hardware maintenance,13,Services,Furniture,0.7600834417378017
Software de oficina,BC897110135,software de oficina,4,,Furniture,0.7568989008964013
Salesforce volume license,BC375139723,salesforce volume license,15,,Furniture,0.7653666110034573
leather chair,BC362758762,leather chair,14,Furniture,Technology,0.76342480679207
HON work table,BC771230728,hon work table,10,,Technology,0.7775785615603609
1440p Screen enterprise,BC889917232,1440p screen enterprise,12,,Services,0.7529494774842225
ordenador quiet,BC116178827,ordenador quiet,9,Technology,Services,0.7431421089778637
Knoll compact mesa de trabajo,BC792107026,knoll compact mesa de trabajo,10,,Technology,0.7289441516558809
IKEA Steelcase storage,BC518462171,ikea steelcase storage,16,,Technology,0.7636809209288428
캐비넷,BC571678892,캐비넷,2,Furniture,Services,0.7417649009763737
professional char,BC524470332,professional char,21,Furniture,Services,0.7292094832689482
computadora v3,BC317810361,computadora v3,9,Technology,Services,0.7395337629924511
mesh chair,BC656952733,mesh chair,14,Furniture,Technology,0.7700753142421738
unlimited plan,BC597877404,unlimited plan,7,Services,Furniture,0.7751127646667986
イス Model X-967,BC245226262,イス model x-967,1,,Technology,0.7759631033113171
HP EliteDesk,BC849332765,hp elitedesk,8,,Services,0.7829244228771118
IKEA brown sofa,BC120100290,ikea brown sofa,5,,Technology,0.750522098926351
Global bench,BC228472771,global bench,3,,Technology,0.7482958342875757
ultra wide 2020,BC987995334,ultra wide 2020,12,Technology,Services,0.7517514837288819
server maintenance,BC643267978,server maintenance,4,Services,Furniture,0.7622163504661035
Haworth steel reception sofa,BC272167429,haworth steel reception sofa,5,,Technology,0.7540396074331259
4k monitor backlit,BC886411102,4k monitor backlit,12,Technology,Services,0.7646117818856202
Dropbox Business,BC837148793,dropbox business,4,,Furniture,0.7596531719268274
ordenador USB-C,BC155928537,ordenador usb-c,9,,Services,0.7430382180820202
cell phone plan business - Refurbished,BC171013341,cell phone plan business - refurbished,8,,Services,0.7682526203563599
loveseat,BC316822839,loveseat,19,Furniture,Technology,0.7725730885171292
Steelcase Leap,BC659116527,steelcase leap,16,,Technology,0.7685706475676367
Steelcase storage,BC201240032,steelcase storage,16,,Technology,0.7758153537215063
armoire,BC792183346,armoire,2,Furniture,Services,0.7721677997648259
Knoll armoire,BC852126726,knoll armoire,2,,Services,0.7569717743932743
service agreement,BC936560721,service agreement,15,Services,Furniture,0.7628249497409451
Office 365 subscription,BC927850618,office 365 subscription,6,,Furniture,0.7735848270877093
help desk enterprise,BC763534625,help desk enterprise,4,Services,Furniture,0.7616564244330835
soffa Model B-527,BC867935795,soffa model b-527,1,,Technology,0.7788523192575146
ERP system,BC510692249,erp system,4,,Furniture,0.7664326638282251
Anti virus service,BC880695706,anti virus service,17,,Furniture,0.7720812571549378
photo printer certified 2023,BC749304307,photo printer certified 2023,18,Technology,Services,0.7594504147035548
ASUS PB278Q,BC473587211,asus pb278q,8,,Services,0.7740851136615662
3D printer,BC662444547,3d printer,18,,Services,0.7585671334726283
Samsung Monitor 2021,BC422447282,samsung monitor 2021,12,,Services,0.7485730064415894
executive chair,BC796275440,executive chair,19,Furniture,Technology,0.7620928634309171
armchair Model A-687,BC447260600,armchair model a-687,1,,Technology,0.7864404077699353
4K monitor business grade,BC152947385,4k monitor business grade,12,,Services,0.7568462503457032
Used Allsteel brown setee,BC120825650,used allsteel brown setee,8,,Services,0.7575392218997864
locker,BC702033662,locker,20,Furniture,Services,0.7461446137503686
erp system,BC510692249,erp system,4,Services,Furniture,0.7664326638282251
HON Herman Miller Sayl,BC298470427,hon herman miller sayl,14,,Technology,0.7457621028011338
canapé,BC367107264,canape,19,Furniture,Technology,0.7636289347314237
basic leather chair,BC299648970,basic leather chair,14,Furniture,Technology,0.7723245551174179
Teknion premium drawer Model Pro-598,BC358473878,teknion premium drawer model pro-598,1,,Technology,0.7735894675424267
برمجيات,BC515965279,برمجيات,0,Services,Services,0.7114044433862883
AutoCAD 2024 business,BC398621490,autocad 2024 business,6,,Furniture,0.7483493529780596
inkjet printer 2021,BC477863798,inkjet printer 2021,18,Technology,Services,0.7699377327424952
écran used 2024,BC322949179,ecran used 2024,8,Technology,Services,0.7640915604999451
lap top,BC218609961,lap top,20,Technology,Services,0.7539456100539269
filing cabinet,BC827991473,filing cabinet,3,Furniture,Technology,0.7599453236903467
service agreement bundle,BC393986392,service agreement bundle,15,Services,Furniture,0.749700006961404
escritorio,BC662431852,escritorio,3,Furniture,Technology,0.7665157821025171
hardware maintenance,BC448635435,hardware maintenance,13,Services,Furniture,0.7600834417378017
lap top business grade,BC526372748,lap top business grade,4,Technology,Furniture,0.7610117405951928
filing cabnet,BC473992719,filing cabnet,16,Furniture,Technology,0.7712637046278784
chaise,BC675904997,chaise,19,Furniture,Technology,0.779095147957742
armario,BC758435897,armario,2,Furniture,Services,0.7692841866552372
service agreement,BC610791858,service agreement,15,Services,Furniture,0.7628249497409451
krzesło,BC310560020,krzesło,19,Furniture,Technology,0.7642625917100309
divan,BC377731914,divan,11,Furniture,Technology,0.7780407083535157
Office 365 Business,BC766796289,office 365 business,6,,Furniture,0.7703052007182329
fabric computer desk Model A-792,BC673271266,fabric computer desk model a-792,1,,Technology,0.7820995207002331
소프트웨어 business,BC932850970,소프트웨어 business,4,Services,Furniture,0.742747864157052
cloud storage enterprise,BC196848277,cloud storage enterprise,4,Services,Furniture,0.758278390795083
ISP service contract,BC188632141,isp service contract,7,,Furniture,0.7685398624641924
Global wooden キャビネット Model B-144,BC291811951,global wooden キャヒネット model b-144,1,,Technology,0.7608434314897229
standard table,BC626036464,standard table,10,Furniture,Technology,0.752740412012784
MS Office per device,BC293699305,ms office per device,17,,Furniture,0.761872412016388
deask,BC854357762,deask,20,Furniture,Services,0.7337857694701256
HON filing cabinet,BC430779274,hon filing cabinet,16,,Technology,0.7730799773634741
3D printer backlit,BC206035856,3d printer backlit,18,,Services,0.7606654553873011
CDN service,BC744154611,cdn service,7,,Furniture,0.7779866622192888
Dell P2419H,BC313540619,dell p2419h,8,,Services,0.7767694088390259
server maintenance,BC251770634,server maintenance,4,Services,Furniture,0.7622163504661035
desk chair,BC360971128,desk chair,3,Furniture,Technology,0.7751107122744837
compact divano,BC206948671,compact divano,11,Furniture,Technology,0.7574486744904481
Used ソフトウェア monthly,BC386541544,used ソフトウェア monthly,6,,Furniture,0.7564068876727312
Knoll cupboard,BC789615654,knoll cupboard,16,,Technology,0.768763766616709
armoire,BC585764529,armoire,2,Furniture,Services,0.7721677997648259
wooden tavolo Model A-981,BC771336642,wooden tavolo model a-981,1,,Technology,0.7876840586831738
emergency support,BC241489248,emergency support,13,Services,Furniture,0.7796343016659328
IKEA table,BC542750235,ikea table,10,,Technology,0.7406152179400606
SQL Server,BC982551268,sql server,4,,Furniture,0.7588891595900964
bildschirm bluetooth,BC848328041,bildschirm bluetooth,12,Technology,Services,0.7379884732270203
USB printer Max,BC925875822,usb printer max,18,,Services,0.7648104219896266
dedicated line,BC578476787,dedicated line,7,Services,Furniture,0.7546783850891619
ソファ,BC456349916,ソファ,11,Furniture,Technology,0.7542199504876099
storage cabinet Model C-687,BC517817593,storage cabinet model c-687,1,,Technology,0.7797475214173962
brown mesh chair,BC648973579,brown mesh chair,14,Furniture,Technology,0.7653152277057663
deluxe skrivbord,BC306364903,deluxe skrivbord,8,Furniture,Services,0.7736947032382874
Teknion plastic canapé,BC765468716,teknion plastic canape,21,,Services,0.7357634907991606
steel HON table Model A-872,BC757207875,steel hon table model a-872,1,,Technology,0.7704887743165661
인터넷 서비스 plan,BC595367749,인터넷 서비스 plan,2,Services,Services,0.7357054927885075
surface pro,BC741138124,surface pro,8,Technology,Services,0.7772986980846314
HON bookcase,BC185050803,hon bookcase,16,,Technology,0.7722307303847143
standard диван,BC100210054,standard диван,11,Furniture,Technology,0.7538551104569398
lounge chair Model Pro-858,BC572944000,lounge chair model pro-858,1,,Technology,0.781481241719978
HON wardrobe,BC768676781,hon wardrobe,2,,Services,0.7556690552770634
Herman Miller Herman Miller Sayl,BC463377959,herman miller herman miller sayl,14,,Technology,0.7338403989856735
Saleforce,BC694491286,saleforce,4,,Furniture,0.7470601409972619
PRI line,BC592463803,pri line,7,,Furniture,0.7518977092011003
taask chair,BC267618731,taask chair,14,Furniture,Technology,0.7743956973140732
gabinete,BC360183853,gabinete,2,Furniture,Services,0.7524223306715031
char,BC864555170,char,20,Furniture,Services,0.7399940700606408
Used deluxe skrivbord,BC306364903,used deluxe skrivbord,8,,Services,0.777218649046698
data plan,BC733846414,data plan,7,Services,Furniture,0.7724721000893144
soffa,BC670758903,soffa,11,Furniture,Technology,0.7567403924965821
divan,BC265497448,divan,11,Furniture,Technology,0.7780407083535157
shelf,BC307360430,shelf,20,Furniture,Services,0.7399707646445336
VPN service per device,BC654705830,vpn service per device,17,,Furniture,0.7734134805703126
internet service contract,BC268583107,internet service contract,7,Services,Furniture,0.7776826785309343
locker,BC426315031,locker,20,Furniture,Services,0.7461446137503686
maintenance contract,BC319646891,maintenance contract,15,Services,Furniture,0.751361248015939
Desk Model D-100 Model B-658,BC670304472,desk model d-100 model b-658,1,,Technology,0.7811749334504773
storage unit,BC235106204,storage unit,2,Furniture,Services,0.7507159689008732
Teknion bench,BC513173592,teknion bench,21,,Services,0.7491296535761076
bench,BC381919481,bench,3,Furniture,Technology,0.763035228475503
professional krzesło,BC391912946,professional krzesło,14,Furniture,Technology,0.768532924849321
technical support,BC558568278,technical support,13,Services,Furniture,0.7921661782299587
AutoCAD 2024,BC453566796,autocad 2024,6,,Furniture,0.7461140595896929
managed services,BC859435175,managed services,7,Services,Furniture,0.7793823049767046
business internet,BC544572227,business internet,4,Services,Furniture,0.769588193327279
filing cabnet,BC771437657,filing cabnet,16,Furniture,Technology,0.7712637046278784
professional デスク,BC368281808,professional テスク,21,Furniture,Services,0.7526472216875273
طابعة compact v3,BC114746008,طابعة compact v3,18,Technology,Services,0.753329077289767
drukarka USB-C,BC544055921,drukarka usb-c,18,,Services,0.747796097324557
divan Model B-954,BC700248296,divan model b-954,1,,Technology,0.7726900334527661
의자,BC575672443,의자,2,Furniture,Services,0.738676188284113
lazer printer,BC989328868,lazer printer,18,Technology,Services,0.7737070708734461
Haworth armoire,BC605936741,haworth armoire,2,,Services,0.7556550481855412
Cabinet ST-500 Model X-180,BC434552915,cabinet st-500 model x-180,1,,Technology,0.7742047662904431
office sofa,BC884005207,office sofa,5,Furniture,Technology,0.7742960075414633
premium tabel,BC806437569,premium tabel,10,Furniture,Technology,0.7349628498713655
Ofice 365 enterprise,BC152930584,ofice 365 enterprise,6,,Furniture,0.7699778520091265
SSL certificate,BC970884334,ssl certificate,17,,Furniture,0.7528464210534058
Oracle,BC841688682,oracle,20,,Services,0.7404026599005761
basic workstaton,BC949785821,basic workstaton,10,Furniture,Technology,0.748335509554593
metal стул,BC838886075,metal стул,14,Furniture,Technology,0.7580717136447922
ASUS PB278Q 2021,BC835898867,asus pb278q 2021,8,,Services,0.7685178014209656
cadeira,BC618116050,cadeira,19,Furniture,Technology,0.7792427290582059
Knoll chaise,BC964926282,knoll chaise,14,,Technology,0.7689508130138413
gray writing desk,BC239344057,gray writing desk,3,Furniture,Technology,0.7568238880481043
schrank,BC887759003,schrank,16,Furniture,Technology,0.7665708521307776
label printer used,BC442863523,label printer used,18,Technology,Services,0.763326623962588
support technique,BC304536802,support technique,13,Services,Furniture,0.7833809304272243
laser printer Plus,BC446886458,laser printer plus,18,,Services,0.7692252188188502
Office 365 E3,BC840831347,office 365 e3,6,,Furniture,0.7650653563960284
Windows license,BC241936908,windows license,15,,Furniture,0.7614113063808071
standard mesh chair,BC844956951,standard mesh chair,14,Furniture,Technology,0.7672042777126328
task chair,BC809069927,task chair,19,Furniture,Technology,0.7793163407945035
SD-WAN service,BC371992483,sd-wan service,7,,Furniture,0.77432157261205
brown bench,BC435124877,brown bench,3,Furniture,Technology,0.7554467823352137
file cabinet,BC927200028,file cabinet,16,Furniture,Technology,0.7770091751517126
طابعة dual-band - Refurbished,BC846326954,طابعة dual-band - refurbished,8,,Services,0.7750343176296143
Herman Miller stoarge cabinet Model B-277,BC570746273,herman miller stoarge cabinet model b-277,1,,Technology,0.7679355497529675
armoire,BC681274244,armoire,2,Furniture,Services,0.7721677997648259
SQL Server,BC587197988,sql server,4,,Furniture,0.7588891595900964
Executive Table EX-200,BC575680693,executive table ex-200,10,,Technology,0.7441758206050081
remote support professional,BC171596938,remote support professional,13,Services,Furniture,0.7637080001865932
Allsteel brown setee,BC120825650,allsteel brown setee,8,,Services,0.760186919825354
キャビネット,BC785717617,キャヒネット,0,Furniture,Services,0.7394728666574675
work table Model C-170,BC484579421,work table model c-170,1,,Technology,0.7768681998422314
HON table,BC365388382,hon table,10,,Technology,0.7738169720332307
HON filing cabinet,BC447313528,hon filing cabinet,16,,Technology,0.7730799773634741
business internet,BC172814771,business internet,4,Services,Furniture,0.769588193327279
computer desk,BC728619698,computer desk,3,Furniture,Technology,0.7823156025256434
LED monitor,BC445770698,led monitor,12,,Services,0.7672438633942567
compact loveseat,BC876938677,compact loveseat,5,Furniture,Technology,0.7490686992681479
Knoll canapé,BC639366915,knoll canape,16,,Technology,0.7641083458365271
HP ZBook,BC960088617,hp zbook,8,,Services,0.7726222368648438
стул,BC292090149,стул,19,Furniture,Technology,0.7689710606240628
SD-WAN service,BC508673666,sd-wan service,7,,Furniture,0.77432157261205
デスク,BC952818991,テスク,21,Furniture,Services,0.72817802489111
Canon PIXMA,BC109588354,canon pixma,8,,Services,0.7676707002094177
sectional,BC659340310,sectional,19,Furniture,Technology,0.7527879227303861
divano,BC944948773,divano,11,Furniture,Technology,0.7740731251740418
Chair Model C-300,BC793746209,chair model c-300,1,,Technology,0.7843248601129224
MSP service,BC123762858,msp service,7,,Furniture,0.772076027224782
managed services business package,BC592547487,managed services business package,4,Services,Furniture,0.7585298031867456
stoarge cabinet,BC259188853,stoarge cabinet,16,Furniture,Technology,0.7745385626257727
writting desk,BC952970198,writting desk,3,Furniture,Technology,0.7750258352603235
Teknion sofá,BC566330798,teknion sofa,5,,Technology,0.7564173559225058
ergonomic chair Model B-810,BC405460403,ergonomic chair model b-810,1,,Technology,0.7828672285249402
диван,BC880474837,диван,11,Furniture,Technology,0.7775183332467042
data plan,BC143650990,data plan,7,Services,Furniture,0.7724721000893144
écran,BC967126986,ecran,20,Technology,Services,0.7367646904067101
Saleforce monthly,BC588212379,saleforce monthly,6,,Furniture,0.7524364434703081
dual monitor,BC584912105,dual monitor,12,Technology,Services,0.7674313200020753
computer desk,BC847446866,computer desk,3,Furniture,Technology,0.7823156025256434
Global HON table,BC338249032,global hon table,10,,Technology,0.7544138124148531
all-in-one printer 2024,BC713461653,all-in-one printer 2024,18,Technology,Services,0.75617966942615
Knoll height adjustable desk,BC515721250,knoll height adjustable desk,3,,Technology,0.7466089632357874
Haworth chaise Model X-638,BC763281908,haworth chaise model x-638,1,,Technology,0.7761146779229809
metal storage cabinet,BC853045356,metal storage cabinet,16,Furniture,Technology,0.7709476808012793
PC,BC874171682,piece,20,,Services,0.7375696511344018
char Model Pro-573,BC936156197,char model pro-573,1,,Technology,0.7748389597108533
Dell P2419H,BC582291740,dell p2419h,8,,Services,0.7767694088390259
compact stoarge cabinet Model X-620,BC261157630,compact stoarge cabinet model x-620,1,,Technology,0.7695355768373181
printer USB-C 2023,BC489707503,printer usb-c 2023,18,,Services,0.7617089539033839
Core i5 Laptop,BC610318004,core i5 laptop,8,,Services,0.7685390802791504
gray divan,BC599247875,gray divan,11,Furniture,Technology,0.7571255577111207
computadora,BC769983207,computadora,9,Technology,Services,0.7449880648265576
IKEA desk,BC812458132,ikea desk,3,,Technology,0.7693370487536707
bookcase,BC804623475,bookcase,20,Furniture,Services,0.7431399436072411
MPLS connection,BC761662253,mpls connection,7,,Furniture,0.7580759094460039
counch,BC608789262,counch,19,Furniture,Technology,0.7601241816186307
counch,BC958949509,counch,19,Furniture,Technology,0.7601241816186307
copier v3,BC616716343,copier v3,18,Technology,Services,0.7523770719034144
Microsft Office volume license,BC175578677,microsft office volume license,15,,Furniture,0.7576646180148708
metal height adjustable desk,BC922200725,metal height adjustable desk,3,Furniture,Technology,0.7553138043727198
ultra wide,BC611747739,ultra wide,12,Technology,Services,0.7635470641159974
chaise Model X-195 - Refurbished,BC750637748,chaise model x-195 - refurbished,1,,Technology,0.773689722554939
Dell P2419H 2020,BC887255513,dell p2419h 2020,8,,Services,0.7731366249492554
abonnement internet,BC831693114,abonnement internet,17,Services,Furniture,0.7578826559090577
steel krzesło,BC637569722,steel krzesło,14,Furniture,Technology,0.7574099828784958
lazer printer,BC894582888,lazer printer,18,Technology,Services,0.7737070708734461
Knoll cabnet,BC623817304,knoll cabnet,16,,Technology,0.7717538932265112
Allsteel sofa,BC993436624,allsteel sofa,5,,Technology,0.7585715273893332
Back-up software professional license,BC933454210,back-up software professional license,15,,Furniture,0.7503494591708767
brown workstaton,BC584135007,brown workstaton,10,Furniture,Technology,0.7404371788661165
desktop,BC347939168,desktop,20,Technology,Services,0.7513286085204186
AV software,BC926834891,av software,17,,Furniture,0.7470235240960084
Teknion desk,BC715145139,teknion desk,21,,Services,0.7502994543344694
steel sofa Model A-576,BC900275928,steel sofa model a-576,1,,Technology,0.77520737602021
filing cabinet,BC690645339,filing cabinet,3,Furniture,Technology,0.7599453236903467
label printer,BC444288576,label printer,18,Technology,Services,0.7742644339067408
monitor,BC732286107,monitor,20,Technology,Services,0.7513286085204186
couch,BC266421332,couch,11,Furniture,Technology,0.757841707518097
database support,BC247653166,database support,13,Services,Furniture,0.788137261871011
SAP professional,BC164183056,sap professional,4,,Furniture,0.7566284746230554
silla Model B-277,BC920916739,silla model b-277,1,,Technology,0.779300426976936
deluxe office sofa,BC258927104,deluxe office sofa,5,Furniture,Technology,0.7651197532690024
broadband plan,BC153292024,broadband plan,7,Services,Furniture,0.7708439992172746
ソフトウェア,BC307194917,ソフトウェア,0,Services,Services,0.7441277509958464
all-in-one certified,BC865185345,all-in-one certified,9,Technology,Services,0.7230576086650585
AutoCAD basic,BC610945043,autocad basic,6,,Furniture,0.7503098689540117
طابعة,BC839305702,طابعة,18,Technology,Services,0.7455639033777186
Global chaise,BC255856197,global chaise,14,,Technology,0.7658740212505356
bildschirm portable,BC934746883,bildschirm portable,12,Technology,Services,0.7409191740059815
storage unit,BC517254802,storage unit,2,Furniture,Services,0.7507159689008732
برمجيات,BC757110239,برمجيات,0,Services,Services,0.7114044433862883
Xerox WorkCentre,BC510391769,xerox workcentre,21,,Services,0.7321662312776762
laser printer USB-C 2023,BC417476097,laser printer usb-c 2023,18,,Services,0.7613523989183375
server maintenance per user,BC671170800,server maintenance per user,17,Services,Furniture,0.7676963222527466
bench,BC675696756,bench,3,Furniture,Technology,0.763035228475503
ISP service per user agreement,BC712555926,isp service per user agreement,17,,Furniture,0.7591044915223084
sectional - Refurbished,BC659340310,sectional - refurbished,8,,Services,0.7678411694934754
기술 지원 professional,BC462401682,기술 지원 professional,2,Services,Services,0.731566129022791
bench,BC494184264,bench,3,Furniture,Technology,0.763035228475503
software support,BC588920837,software support,13,Services,Furniture,0.7940790700947353
طابعة,BC123073060,طابعة,18,Technology,Services,0.7455639033777186
Used professional キャビネット,BC504378331,used professional キャヒネット,0,,Services,0.7370522624284941
프린터,BC499130788,프린터,2,Technology,Services,0.7410166838705082
шкаф,BC977399222,шкаф,16,Furniture,Technology,0.7716206172407934
Used Steelcase Executive Seat EX-400,BC203354415,used steelcase executive seat ex-400,1,,Technology,0.7682419772317578
ISP service per user,BC638214657,isp service per user,17,,Furniture,0.7689178002381287
large skrivbord Model A-867,BC871348981,large skrivbord model a-867,1,,Technology,0.7821384425332715
pantalla USB-C,BC541578219,pantalla usb-c,12,,Services,0.7464530480408631
1080p Monitor used,BC347940275,1080p monitor used,12,,Services,0.7635929596924744
ergonomic chair,BC505626309,ergonomic chair,14,Furniture,Technology,0.7843579580371872
IT support monthly,BC222583664,it support monthly,13,,Furniture,0.7626453089748928
shelving unit,BC949401282,shelving unit,2,Furniture,Services,0.7449616172849675
Office Software,BC717675194,office software,4,,Furniture,0.7691559404433679
SUPPORT CONTRACT PROFESSIONAL,BC155094221,support contract professional,13,,Furniture,0.7680786895786831
24/7 support,BC686700164,247 support,13,Services,Furniture,0.7639666843449184
ソファ,BC314410364,ソファ,11,Furniture,Technology,0.7542199504876099
soporte técnico,BC196078316,soporte tecnico,13,Services,Furniture,0.7768362212215969
4K Display,BC472352086,4k display,12,,Services,0.7688683879876099
HON cabinet,BC269327426,hon cabinet,10,,Technology,0.7455363562266512
VoIP service,BC883713061,voip service,7,,Furniture,0.7785629795296221
Dell Latitude touchscreen,BC442188032,dell latitude touchscreen,8,,Services,0.770727703230658
printr,BC941250135,printr,18,Technology,Services,0.7398046641809413
27-inch All-in-One 2023,BC627685695,27-inch all-in-one 2023,8,,Services,0.7603507133891968
Ricoh Aficio,BC131657501,ricoh aficio,21,,Services,0.7353137141496855
professional Steelcase storage,BC820844854,professional steelcase storage,16,,Technology,0.7623189547957251
glass locker,BC815120513,glass locker,20,Furniture,Services,0.7311800332144799
Adobe CC,BC979843968,adobe cc,6,,Furniture,0.7509758316500872
lazer printer,BC597764108,lazer printer,18,Technology,Services,0.7737070708734461
Reception Sofa RS-100,BC892012381,reception sofa rs-100,5,,Technology,0.7670193532979941
komputer,BC266123743,komputer,9,Technology,Services,0.7482793737064098
office desk,BC712750316,office desk,3,Furniture,Technology,0.789218237623147
work desk,BC920917342,work desk,3,Furniture,Technology,0.7830462362613001
armoire,BC220658235,armoire,2,Furniture,Services,0.7721677997648259
Used white reception sofa,BC349832483,used white reception sofa,5,,Technology,0.7649249056852316
24/7 support site license,BC668455421,247 support site license,15,Services,Furniture,0.7528963656421291
workstation,BC775559969,workstation,20,Technology,Services,0.7510722489432397
テクニカルサポート,BC402918178,テクニカルサホート,0,Services,Services,0.7216340905458647
on-site support plan,BC723926702,on-site support plan,13,Services,Furniture,0.76464695215574
display,BC245047170,display,20,Technology,Services,0.7494083256796898
armoire Model X-144 - Refurbished,BC197915848,armoire model x-144 - refurbished,1,,Technology,0.7704366202523877
scanner new,BC626232278,scanner new,18,Technology,Services,0.7525372891885707
escritorio,BC438718269,escritorio,3,Furniture,Technology,0.7665157821025171
all-in-one enterprise,BC368523822,all-in-one enterprise,4,Technology,Furniture,0.7529896706641626
drucker touchscreen v2,BC808101187,drucker touchscreen v2,8,Technology,Services,0.7624663206508545
copier,BC506258874,copier,20,Technology,Services,0.7452250332907738
