name,barcode,normalized_name,cluster_id,true_category,predicted_category,confidence
BI tool license,BC636784164,bi tool license,15,Services,Uncategorized,0.0
Herman Miller standard desk chair,BC681544961,herman miller standard desk chair,14,Furniture,Uncategorized,0.0
phone support,BC527915151,phone support,13,Services,Uncategorized,0.0
Herman Miller workstaton Model C-919,BC485753927,herman miller workstaton model c-919,1,Furniture,Uncategorized,0.0
Color laser,BC473302105,color laser,18,Technology,Uncategorized,0.0
Photoshop,BC591285126,photoshop,20,Services,Uncategorized,0.0
MSP service,BC905917946,msp service,7,Services,Uncategorized,0.0
Brother MFC backlit 2020,BC361015184,brother mfc backlit 2020,8,Technology,Uncategorized,0.0
ソファ,BC185852967,ソファ,11,Furniture,Uncategorized,0.0
cloud storage,BC624282788,cloud storage,17,Services,Uncategorized,0.0
cabnit,BC908356009,cabnit,16,Furniture,Uncategorized,0.0
Global large chiar,BC561779564,global large chiar,21,Furniture,Uncategorized,0.0
setee,BC737594123,setee,19,Furniture,Uncategorized,0.0
32-inch Screen business grade 2021,BC628276702,32-inch screen business grade 2021,8,Technology,Uncategorized,0.0
sofa,BC849223390,sofa,11,Furniture,Uncategorized,0.0
business computer,BC815858075,business computer,9,Technology,Uncategorized,0.0
IKEA stuhl Model C-908,BC408899514,ikea stuhl model c-908,1,Furniture,Uncategorized,0.0
インターネットサービス premium,BC982644252,インターネットサーヒス premium,0,Services,Uncategorized,0.0
white canapé,BC563787397,white canape,19,Furniture,Uncategorized,0.0
IT support volume license,BC646041020,it support volume license,15,Services,Uncategorized,0.0
Allsteel cadeira Model B-233,BC713579662,allsteel cadeira model b-233,1,Furniture,Uncategorized,0.0
ITSM service unlimited subscription,BC217377475,itsm service unlimited subscription,7,Services,Uncategorized,0.0
الدعم التقني,BC543502646,الدعم التقني,13,Services,Uncategorized,0.0
wooden archivador,BC523861817,wooden archivador,2,Furniture,Uncategorized,0.0
standard Reception Sofa RS-100,BC349304100,standard reception sofa rs-100,5,Furniture,Uncategorized,0.0
Lenovo ThinkCentre professional,BC753278884,lenovo thinkcentre professional,8,Technology,Uncategorized,0.0
personal computer certified,BC984379899,personal computer certified,9,Technology,Uncategorized,0.0
maintenance contract,BC900592344,maintenance contract,15,Services,Uncategorized,0.0
Network printer 2020,BC258567048,network printer 2020,18,Technology,Uncategorized,0.0
deluxe Desk Model D-100,BC330664237,deluxe desk model d-100,1,Furniture,Uncategorized,0.0
Microsoft Office professional,BC707191953,microsoft office professional,6,Services,Uncategorized,0.0
デスク - Refurbished,BC889382867,テスク - refurbished,8,Furniture,Uncategorized,0.0
Office Software premium,BC297713683,office software premium,4,Services,Uncategorized,0.0
IT support,BC481734198,it support,13,Services,Uncategorized,0.0
طابعة used v2,BC231148450,طابعة used v2,18,Technology,Uncategorized,0.0
Aeron chair,BC695861587,aeron chair,14,Furniture,Uncategorized,0.0
shelving unit,BC521854587,shelving unit,2,Furniture,Uncategorized,0.0
диван,BC468584828,диван,11,Furniture,Uncategorized,0.0
1440p Screen backlit,BC966997739,1440p screen backlit,12,Technology,Uncategorized,0.0
Steelcase krzesło,BC368520783,steelcase krzesło,16,Furniture,Uncategorized,0.0
armoire - Refurbished,BC220658235,armoire - refurbished,2,Furniture,Uncategorized,0.0
white reception sofa,BC349832483,white reception sofa,5,Furniture,Uncategorized,0.0
ofice chair,BC641909751,ofice chair,14,Furniture,Uncategorized,0.0
business internet,BC316980704,business internet,4,Services,Uncategorized,0.0
Box subscription basic,BC256253951,box subscription basic,6,Services,Uncategorized,0.0
Kimball conference chair,BC103793417,kimball conference chair,14,Furniture,Uncategorized,0.0
silla,BC943666157,silla,19,Furniture,Uncategorized,0.0
bench,BC152705290,bench,3,Furniture,Uncategorized,0.0
PRI line,BC487005172,pri line,7,Services,Uncategorized,0.0
Software de oficina package,BC627642633,software de oficina package,4,Services,Uncategorized,0.0
SAP monthly,BC344198929,sap monthly,6,Services,Uncategorized,0.0
Adobe CC All Apps site license,BC331820924,adobe cc all apps site license,6,Services,Uncategorized,0.0
label printer used,BC727813474,label printer used,18,Technology,Uncategorized,0.0
イス - Refurbished,BC865007974,イス - refurbished,8,Furniture,Uncategorized,0.0
armchair,BC768469061,armchair,19,Furniture,Uncategorized,0.0
workstation Model B-142,BC585007134,workstation model b-142,1,Furniture,Uncategorized,0.0
Internet-Service premium,BC221256011,internet-service premium,7,Services,Uncategorized,0.0
seat,BC152526165,seat,19,Furniture,Uncategorized,0.0
mesh стул,BC682219061,mesh стул,14,Furniture,Uncategorized,0.0
ソフトウェア enterprise,BC198141669,ソフトウェア enterprise,0,Services,Uncategorized,0.0
deluxe sofá,BC388645449,deluxe sofa,5,Furniture,Uncategorized,0.0
ASUS PB278Q portable,BC119727026,asus pb278q portable,8,Technology,Uncategorized,0.0
인터넷 서비스,BC840076530,인터넷 서비스,2,Services,Uncategorized,0.0
hardware maintenance,BC292069408,hardware maintenance,13,Services,Uncategorized,0.0
Software de oficina,BC897110135,software de oficina,4,Services,Uncategorized,0.0
Salesforce volume license,BC375139723,salesforce volume license,15,Services,Uncategorized,0.0
leather chair,BC362758762,leather chair,14,Furniture,Uncategorized,0.0
HON work table,BC771230728,hon work table,10,Furniture,Uncategorized,0.0
1440p Screen enterprise,BC889917232,1440p screen enterprise,12,Technology,Uncategorized,0.0
ordenador quiet,BC116178827,ordenador quiet,9,Technology,Uncategorized,0.0
Knoll compact mesa de trabajo,BC792107026,knoll compact mesa de trabajo,10,Furniture,Uncategorized,0.0
IKEA Steelcase storage,BC518462171,ikea steelcase storage,16,Furniture,Uncategorized,0.0
캐비넷,BC571678892,캐비넷,2,Furniture,Uncategorized,0.0
professional char,BC524470332,professional char,21,Furniture,Uncategorized,0.0
computadora v3,BC317810361,computadora v3,9,Technology,Uncategorized,0.0
mesh chair,BC656952733,mesh chair,14,Furniture,Uncategorized,0.0
unlimited plan,BC597877404,unlimited plan,7,Services,Uncategorized,0.0
イス Model X-967,BC245226262,イス model x-967,1,Furniture,Uncategorized,0.0
HP EliteDesk,BC849332765,hp elitedesk,8,Technology,Uncategorized,0.0
IKEA brown sofa,BC120100290,ikea brown sofa,5,Furniture,Uncategorized,0.0
Global bench,BC228472771,global bench,3,Furniture,Uncategorized,0.0
ultra wide 2020,BC987995334,ultra wide 2020,12,Technology,Uncategorized,0.0
server maintenance,BC643267978,server maintenance,4,Services,Uncategorized,0.0
Haworth steel reception sofa,BC272167429,haworth steel reception sofa,5,Furniture,Uncategorized,0.0
4k monitor backlit,BC886411102,4k monitor backlit,12,Technology,Uncategorized,0.0
Dropbox Business,BC837148793,dropbox business,4,Services,Uncategorized,0.0
ordenador USB-C,BC155928537,ordenador usb-c,9,Technology,Uncategorized,0.0
cell phone plan business - Refurbished,BC171013341,cell phone plan business - refurbished,8,Services,Uncategorized,0.0
loveseat,BC316822839,loveseat,19,Furniture,Uncategorized,0.0
Steelcase Leap,BC659116527,steelcase leap,16,Furniture,Uncategorized,0.0
Steelcase storage,BC201240032,steelcase storage,16,Furniture,Uncategorized,0.0
armoire,BC792183346,armoire,2,Furniture,Uncategorized,0.0
Knoll armoire,BC852126726,knoll armoire,2,Furniture,Uncategorized,0.0
service agreement,BC936560721,service agreement,15,Services,Uncategorized,0.0
Office 365 subscription,BC927850618,office 365 subscription,6,Services,Uncategorized,0.0
help desk enterprise,BC763534625,help desk enterprise,4,Services,Uncategorized,0.0
soffa Model B-527,BC867935795,soffa model b-527,1,Furniture,Uncategorized,0.0
ERP system,BC510692249,erp system,4,Services,Uncategorized,0.0
Anti virus service,BC880695706,anti virus service,17,Services,Uncategorized,0.0
photo printer certified 2023,BC749304307,photo printer certified 2023,18,Technology,Uncategorized,0.0
ASUS PB278Q,BC473587211,asus pb278q,8,Technology,Uncategorized,0.0
3D printer,BC662444547,3d printer,18,Technology,Uncategorized,0.0
Samsung Monitor 2021,BC422447282,samsung monitor 2021,12,Technology,Uncategorized,0.0
executive chair,BC796275440,executive chair,19,Furniture,Uncategorized,0.0
armchair Model A-687,BC447260600,armchair model a-687,1,Furniture,Uncategorized,0.0
4K monitor business grade,BC152947385,4k monitor business grade,12,Technology,Uncategorized,0.0
Used Allsteel brown setee,BC120825650,used allsteel brown setee,8,Furniture,Uncategorized,0.0
locker,BC702033662,locker,20,Furniture,Uncategorized,0.0
erp system,BC510692249,erp system,4,Services,Uncategorized,0.0
HON Herman Miller Sayl,BC298470427,hon herman miller sayl,14,Furniture,Uncategorized,0.0
canapé,BC367107264,canape,19,Furniture,Uncategorized,0.0
basic leather chair,BC299648970,basic leather chair,14,Furniture,Uncategorized,0.0
Teknion premium drawer Model Pro-598,BC358473878,teknion premium drawer model pro-598,1,Furniture,Uncategorized,0.0
برمجيات,BC515965279,برمجيات,0,Services,Uncategorized,0.0
AutoCAD 2024 business,BC398621490,autocad 2024 business,6,Services,Uncategorized,0.0
inkjet printer 2021,BC477863798,inkjet printer 2021,18,Technology,Uncategorized,0.0
écran used 2024,BC322949179,ecran used 2024,8,Technology,Uncategorized,0.0
lap top,BC218609961,lap top,20,Technology,Uncategorized,0.0
filing cabinet,BC827991473,filing cabinet,3,Furniture,Uncategorized,0.0
service agreement bundle,BC393986392,service agreement bundle,15,Services,Uncategorized,0.0
escritorio,BC662431852,escritorio,3,Furniture,Uncategorized,0.0
hardware maintenance,BC448635435,hardware maintenance,13,Services,Uncategorized,0.0
lap top business grade,BC526372748,lap top business grade,4,Technology,Uncategorized,0.0
filing cabnet,BC473992719,filing cabnet,16,Furniture,Uncategorized,0.0
chaise,BC675904997,chaise,19,Furniture,Uncategorized,0.0
armario,BC758435897,armario,2,Furniture,Uncategorized,0.0
service agreement,BC610791858,service agreement,15,Services,Uncategorized,0.0
krzesło,BC310560020,krzesło,19,Furniture,Uncategorized,0.0
divan,BC377731914,divan,11,Furniture,Uncategorized,0.0
Office 365 Business,BC766796289,office 365 business,6,Services,Uncategorized,0.0
fabric computer desk Model A-792,BC673271266,fabric computer desk model a-792,1,Furniture,Uncategorized,0.0
소프트웨어 business,BC932850970,소프트웨어 business,4,Services,Uncategorized,0.0
cloud storage enterprise,BC196848277,cloud storage enterprise,4,Services,Uncategorized,0.0
ISP service contract,BC188632141,isp service contract,7,Services,Uncategorized,0.0
Global wooden キャビネット Model B-144,BC291811951,global wooden キャヒネット model b-144,1,Furniture,Uncategorized,0.0
standard table,BC626036464,standard table,10,Furniture,Uncategorized,0.0
MS Office per device,BC293699305,ms office per device,17,Services,Uncategorized,0.0
deask,BC854357762,deask,20,Furniture,Uncategorized,0.0
HON filing cabinet,BC430779274,hon filing cabinet,16,Furniture,Uncategorized,0.0
3D printer backlit,BC206035856,3d printer backlit,18,Technology,Uncategorized,0.0
CDN service,BC744154611,cdn service,7,Services,Uncategorized,0.0
Dell P2419H,BC313540619,dell p2419h,8,Technology,Uncategorized,0.0
server maintenance,BC251770634,server maintenance,4,Services,Uncategorized,0.0
desk chair,BC360971128,desk chair,3,Furniture,Uncategorized,0.0
compact divano,BC206948671,compact divano,11,Furniture,Uncategorized,0.0
Used ソフトウェア monthly,BC386541544,used ソフトウェア monthly,6,Services,Uncategorized,0.0
Knoll cupboard,BC789615654,knoll cupboard,16,Furniture,Uncategorized,0.0
armoire,BC585764529,armoire,2,Furniture,Uncategorized,0.0
wooden tavolo Model A-981,BC771336642,wooden tavolo model a-981,1,Furniture,Uncategorized,0.0
emergency support,BC241489248,emergency support,13,Services,Uncategorized,0.0
IKEA table,BC542750235,ikea table,10,Furniture,Uncategorized,0.0
SQL Server,BC982551268,sql server,4,Services,Uncategorized,0.0
bildschirm bluetooth,BC848328041,bildschirm bluetooth,12,Technology,Uncategorized,0.0
USB printer Max,BC925875822,usb printer max,18,Technology,Uncategorized,0.0
dedicated line,BC578476787,dedicated line,7,Services,Uncategorized,0.0
ソファ,BC456349916,ソファ,11,Furniture,Uncategorized,0.0
storage cabinet Model C-687,BC517817593,storage cabinet model c-687,1,Furniture,Uncategorized,0.0
brown mesh chair,BC648973579,brown mesh chair,14,Furniture,Uncategorized,0.0
deluxe skrivbord,BC306364903,deluxe skrivbord,8,Furniture,Uncategorized,0.0
Teknion plastic canapé,BC765468716,teknion plastic canape,21,Furniture,Uncategorized,0.0
steel HON table Model A-872,BC757207875,steel hon table model a-872,1,Furniture,Uncategorized,0.0
인터넷 서비스 plan,BC595367749,인터넷 서비스 plan,2,Services,Uncategorized,0.0
surface pro,BC741138124,surface pro,8,Technology,Uncategorized,0.0
HON bookcase,BC185050803,hon bookcase,16,Furniture,Uncategorized,0.0
standard диван,BC100210054,standard диван,11,Furniture,Uncategorized,0.0
lounge chair Model Pro-858,BC572944000,lounge chair model pro-858,1,Furniture,Uncategorized,0.0
HON wardrobe,BC768676781,hon wardrobe,2,Furniture,Uncategorized,0.0
Herman Miller Herman Miller Sayl,BC463377959,herman miller herman miller sayl,14,Furniture,Uncategorized,0.0
Saleforce,BC694491286,saleforce,4,Services,Uncategorized,0.0
PRI line,BC592463803,pri line,7,Services,Uncategorized,0.0
taask chair,BC267618731,taask chair,14,Furniture,Uncategorized,0.0
gabinete,BC360183853,gabinete,2,Furniture,Uncategorized,0.0
char,BC864555170,char,20,Furniture,Uncategorized,0.0
Used deluxe skrivbord,BC306364903,used deluxe skrivbord,8,Furniture,Uncategorized,0.0
data plan,BC733846414,data plan,7,Services,Uncategorized,0.0
soffa,BC670758903,soffa,11,Furniture,Uncategorized,0.0
divan,BC265497448,divan,11,Furniture,Uncategorized,0.0
shelf,BC307360430,shelf,20,Furniture,Uncategorized,0.0
VPN service per device,BC654705830,vpn service per device,17,Services,Uncategorized,0.0
internet service contract,BC268583107,internet service contract,7,Services,Uncategorized,0.0
locker,BC426315031,locker,20,Furniture,Uncategorized,0.0
maintenance contract,BC319646891,maintenance contract,15,Services,Uncategorized,0.0
Desk Model D-100 Model B-658,BC670304472,desk model d-100 model b-658,1,Furniture,Uncategorized,0.0
storage unit,BC235106204,storage unit,2,Furniture,Uncategorized,0.0
Teknion bench,BC513173592,teknion bench,21,Furniture,Uncategorized,0.0
bench,BC381919481,bench,3,Furniture,Uncategorized,0.0
professional krzesło,BC391912946,professional krzesło,14,Furniture,Uncategorized,0.0
technical support,BC558568278,technical support,13,Services,Uncategorized,0.0
AutoCAD 2024,BC453566796,autocad 2024,6,Services,Uncategorized,0.0
managed services,BC859435175,managed services,7,Services,Uncategorized,0.0
business internet,BC544572227,business internet,4,Services,Uncategorized,0.0
filing cabnet,BC771437657,filing cabnet,16,Furniture,Uncategorized,0.0
professional デスク,BC368281808,professional テスク,21,Furniture,Uncategorized,0.0
طابعة compact v3,BC114746008,طابعة compact v3,18,Technology,Uncategorized,0.0
drukarka USB-C,BC544055921,drukarka usb-c,18,Technology,Uncategorized,0.0
divan Model B-954,BC700248296,divan model b-954,1,Furniture,Uncategorized,0.0
의자,BC575672443,의자,2,Furniture,Uncategorized,0.0
lazer printer,BC989328868,lazer printer,18,Technology,Uncategorized,0.0
Haworth armoire,BC605936741,haworth armoire,2,Furniture,Uncategorized,0.0
Cabinet ST-500 Model X-180,BC434552915,cabinet st-500 model x-180,1,Furniture,Uncategorized,0.0
office sofa,BC884005207,office sofa,5,Furniture,Uncategorized,0.0
premium tabel,BC806437569,premium tabel,10,Furniture,Uncategorized,0.0
Ofice 365 enterprise,BC152930584,ofice 365 enterprise,6,Services,Uncategorized,0.0
SSL certificate,BC970884334,ssl certificate,17,Services,Uncategorized,0.0
Oracle,BC841688682,oracle,20,Services,Uncategorized,0.0
basic workstaton,BC949785821,basic workstaton,10,Furniture,Uncategorized,0.0
metal стул,BC838886075,metal стул,14,Furniture,Uncategorized,0.0
ASUS PB278Q 2021,BC835898867,asus pb278q 2021,8,Technology,Uncategorized,0.0
cadeira,BC618116050,cadeira,19,Furniture,Uncategorized,0.0
Knoll chaise,BC964926282,knoll chaise,14,Furniture,Uncategorized,0.0
gray writing desk,BC239344057,gray writing desk,3,Furniture,Uncategorized,0.0
schrank,BC887759003,schrank,16,Furniture,Uncategorized,0.0
label printer used,BC442863523,label printer used,18,Technology,Uncategorized,0.0
support technique,BC304536802,support technique,13,Services,Uncategorized,0.0
laser printer Plus,BC446886458,laser printer plus,18,Technology,Uncategorized,0.0
Office 365 E3,BC840831347,office 365 e3,6,Services,Uncategorized,0.0
Windows license,BC241936908,windows license,15,Services,Uncategorized,0.0
standard mesh chair,BC844956951,standard mesh chair,14,Furniture,Uncategorized,0.0
task chair,BC809069927,task chair,19,Furniture,Uncategorized,0.0
SD-WAN service,BC371992483,sd-wan service,7,Services,Uncategorized,0.0
brown bench,BC435124877,brown bench,3,Furniture,Uncategorized,0.0
file cabinet,BC927200028,file cabinet,16,Furniture,Uncategorized,0.0
طابعة dual-band - Refurbished,BC846326954,طابعة dual-band - refurbished,8,Technology,Uncategorized,0.0
Herman Miller stoarge cabinet Model B-277,BC570746273,herman miller stoarge cabinet model b-277,1,Furniture,Uncategorized,0.0
armoire,BC681274244,armoire,2,Furniture,Uncategorized,0.0
SQL Server,BC587197988,sql server,4,Services,Uncategorized,0.0
Executive Table EX-200,BC575680693,executive table ex-200,10,Furniture,Uncategorized,0.0
remote support professional,BC171596938,remote support professional,13,Services,Uncategorized,0.0
Allsteel brown setee,BC120825650,allsteel brown setee,8,Furniture,Uncategorized,0.0
キャビネット,BC785717617,キャヒネット,0,Furniture,Uncategorized,0.0
work table Model C-170,BC484579421,work table model c-170,1,Furniture,Uncategorized,0.0
HON table,BC365388382,hon table,10,Furniture,Uncategorized,0.0
HON filing cabinet,BC447313528,hon filing cabinet,16,Furniture,Uncategorized,0.0
business internet,BC172814771,business internet,4,Services,Uncategorized,0.0
computer desk,BC728619698,computer desk,3,Furniture,Uncategorized,0.0
LED monitor,BC445770698,led monitor,12,Technology,Uncategorized,0.0
compact loveseat,BC876938677,compact loveseat,5,Furniture,Uncategorized,0.0
Knoll canapé,BC639366915,knoll canape,16,Furniture,Uncategorized,0.0
HP ZBook,BC960088617,hp zbook,8,Technology,Uncategorized,0.0
стул,BC292090149,стул,19,Furniture,Uncategorized,0.0
SD-WAN service,BC508673666,sd-wan service,7,Services,Uncategorized,0.0
デスク,BC952818991,テスク,21,Furniture,Uncategorized,0.0
Canon PIXMA,BC109588354,canon pixma,8,Technology,Uncategorized,0.0
sectional,BC659340310,sectional,19,Furniture,Uncategorized,0.0
divano,BC944948773,divano,11,Furniture,Uncategorized,0.0
Chair Model C-300,BC793746209,chair model c-300,1,Furniture,Uncategorized,0.0
MSP service,BC123762858,msp service,7,Services,Uncategorized,0.0
managed services business package,BC592547487,managed services business package,4,Services,Uncategorized,0.0
stoarge cabinet,BC259188853,stoarge cabinet,16,Furniture,Uncategorized,0.0
writting desk,BC952970198,writting desk,3,Furniture,Uncategorized,0.0
Teknion sofá,BC566330798,teknion sofa,5,Furniture,Uncategorized,0.0
ergonomic chair Model B-810,BC405460403,ergonomic chair model b-810,1,Furniture,Uncategorized,0.0
диван,BC880474837,диван,11,Furniture,Uncategorized,0.0
data plan,BC143650990,data plan,7,Services,Uncategorized,0.0
écran,BC967126986,ecran,20,Technology,Uncategorized,0.0
Saleforce monthly,BC588212379,saleforce monthly,6,Services,Uncategorized,0.0
dual monitor,BC584912105,dual monitor,12,Technology,Uncategorized,0.0
computer desk,BC847446866,computer desk,3,Furniture,Uncategorized,0.0
Global HON table,BC338249032,global hon table,10,Furniture,Uncategorized,0.0
all-in-one printer 2024,BC713461653,all-in-one printer 2024,18,Technology,Uncategorized,0.0
Knoll height adjustable desk,BC515721250,knoll height adjustable desk,3,Furniture,Uncategorized,0.0
Haworth chaise Model X-638,BC763281908,haworth chaise model x-638,1,Furniture,Uncategorized,0.0
metal storage cabinet,BC853045356,metal storage cabinet,16,Furniture,Uncategorized,0.0
PC,BC874171682,piece,20,Technology,Uncategorized,0.0
char Model Pro-573,BC936156197,char model pro-573,1,Furniture,Uncategorized,0.0
Dell P2419H,BC582291740,dell p2419h,8,Technology,Uncategorized,0.0
compact stoarge cabinet Model X-620,BC261157630,compact stoarge cabinet model x-620,1,Furniture,Uncategorized,0.0
printer USB-C 2023,BC489707503,printer usb-c 2023,18,Technology,Uncategorized,0.0
Core i5 Laptop,BC610318004,core i5 laptop,8,Technology,Uncategorized,0.0
gray divan,BC599247875,gray divan,11,Furniture,Uncategorized,0.0
computadora,BC769983207,computadora,9,Technology,Uncategorized,0.0
IKEA desk,BC812458132,ikea desk,3,Furniture,Uncategorized,0.0
bookcase,BC804623475,bookcase,20,Furniture,Uncategorized,0.0
MPLS connection,BC761662253,mpls connection,7,Services,Uncategorized,0.0
counch,BC608789262,counch,19,Furniture,Uncategorized,0.0
counch,BC958949509,counch,19,Furniture,Uncategorized,0.0
copier v3,BC616716343,copier v3,18,Technology,Uncategorized,0.0
Microsft Office volume license,BC175578677,microsft office volume license,15,Services,Uncategorized,0.0
metal height adjustable desk,BC922200725,metal height adjustable desk,3,Furniture,Uncategorized,0.0
ultra wide,BC611747739,ultra wide,12,Technology,Uncategorized,0.0
chaise Model X-195 - Refurbished,BC750637748,chaise model x-195 - refurbished,1,Furniture,Uncategorized,0.0
Dell P2419H 2020,BC887255513,dell p2419h 2020,8,Technology,Uncategorized,0.0
abonnement internet,BC831693114,abonnement internet,17,Services,Uncategorized,0.0
steel krzesło,BC637569722,steel krzesło,14,Furniture,Uncategorized,0.0
lazer printer,BC894582888,lazer printer,18,Technology,Uncategorized,0.0
Knoll cabnet,BC623817304,knoll cabnet,16,Furniture,Uncategorized,0.0
Allsteel sofa,BC993436624,allsteel sofa,5,Furniture,Uncategorized,0.0
Back-up software professional license,BC933454210,back-up software professional license,15,Services,Uncategorized,0.0
brown workstaton,BC584135007,brown workstaton,10,Furniture,Uncategorized,0.0
desktop,BC347939168,desktop,20,Technology,Uncategorized,0.0
AV software,BC926834891,av software,17,Services,Uncategorized,0.0
Teknion desk,BC715145139,teknion desk,21,Furniture,Uncategorized,0.0
steel sofa Model A-576,BC900275928,steel sofa model a-576,1,Furniture,Uncategorized,0.0
filing cabinet,BC690645339,filing cabinet,3,Furniture,Uncategorized,0.0
label printer,BC444288576,label printer,18,Technology,Uncategorized,0.0
monitor,BC732286107,monitor,20,Technology,Uncategorized,0.0
couch,BC266421332,couch,11,Furniture,Uncategorized,0.0
database support,BC247653166,database support,13,Services,Uncategorized,0.0
SAP professional,BC164183056,sap professional,4,Services,Uncategorized,0.0
silla Model B-277,BC920916739,silla model b-277,1,Furniture,Uncategorized,0.0
deluxe office sofa,BC258927104,deluxe office sofa,5,Furniture,Uncategorized,0.0
broadband plan,BC153292024,broadband plan,7,Services,Uncategorized,0.0
ソフトウェア,BC307194917,ソフトウェア,0,Services,Uncategorized,0.0
all-in-one certified,BC865185345,all-in-one certified,9,Technology,Uncategorized,0.0
AutoCAD basic,BC610945043,autocad basic,6,Services,Uncategorized,0.0
طابعة,BC839305702,طابعة,18,Technology,Uncategorized,0.0
Global chaise,BC255856197,global chaise,14,Furniture,Uncategorized,0.0
bildschirm portable,BC934746883,bildschirm portable,12,Technology,Uncategorized,0.0
storage unit,BC517254802,storage unit,2,Furniture,Uncategorized,0.0
برمجيات,BC757110239,برمجيات,0,Services,Uncategorized,0.0
Xerox WorkCentre,BC510391769,xerox workcentre,21,Technology,Uncategorized,0.0
laser printer USB-C 2023,BC417476097,laser printer usb-c 2023,18,Technology,Uncategorized,0.0
server maintenance per user,BC671170800,server maintenance per user,17,Services,Uncategorized,0.0
bench,BC675696756,bench,3,Furniture,Uncategorized,0.0
ISP service per user agreement,BC712555926,isp service per user agreement,17,Services,Uncategorized,0.0
sectional - Refurbished,BC659340310,sectional - refurbished,8,Furniture,Uncategorized,0.0
기술 지원 professional,BC462401682,기술 지원 professional,2,Services,Uncategorized,0.0
bench,BC494184264,bench,3,Furniture,Uncategorized,0.0
software support,BC588920837,software support,13,Services,Uncategorized,0.0
طابعة,BC123073060,طابعة,18,Technology,Uncategorized,0.0
Used professional キャビネット,BC504378331,used professional キャヒネット,0,Furniture,Uncategorized,0.0
프린터,BC499130788,프린터,2,Technology,Uncategorized,0.0
шкаф,BC977399222,шкаф,16,Furniture,Uncategorized,0.0
Used Steelcase Executive Seat EX-400,BC203354415,used steelcase executive seat ex-400,1,Furniture,Uncategorized,0.0
ISP service per user,BC638214657,isp service per user,17,Services,Uncategorized,0.0
large skrivbord Model A-867,BC871348981,large skrivbord model a-867,1,Furniture,Uncategorized,0.0
pantalla USB-C,BC541578219,pantalla usb-c,12,Technology,Uncategorized,0.0
1080p Monitor used,BC347940275,1080p monitor used,12,Technology,Uncategorized,0.0
ergonomic chair,BC505626309,ergonomic chair,14,Furniture,Uncategorized,0.0
IT support monthly,BC222583664,it support monthly,13,Services,Uncategorized,0.0
shelving unit,BC949401282,shelving unit,2,Furniture,Uncategorized,0.0
Office Software,BC717675194,office software,4,Services,Uncategorized,0.0
SUPPORT CONTRACT PROFESSIONAL,BC155094221,support contract professional,13,Services,Uncategorized,0.0
24/7 support,BC686700164,247 support,13,Services,Uncategorized,0.0
ソファ,BC314410364,ソファ,11,Furniture,Uncategorized,0.0
soporte técnico,BC196078316,soporte tecnico,13,Services,Uncategorized,0.0
4K Display,BC472352086,4k display,12,Technology,Uncategorized,0.0
HON cabinet,BC269327426,hon cabinet,10,Furniture,Uncategorized,0.0
VoIP service,BC883713061,voip service,7,Services,Uncategorized,0.0
Dell Latitude touchscreen,BC442188032,dell latitude touchscreen,8,Technology,Uncategorized,0.0
printr,BC941250135,printr,18,Technology,Uncategorized,0.0
27-inch All-in-One 2023,BC627685695,27-inch all-in-one 2023,8,Technology,Uncategorized,0.0
Ricoh Aficio,BC131657501,ricoh aficio,21,Technology,Uncategorized,0.0
professional Steelcase storage,BC820844854,professional steelcase storage,16,Furniture,Uncategorized,0.0
glass locker,BC815120513,glass locker,20,Furniture,Uncategorized,0.0
Adobe CC,BC979843968,adobe cc,6,Services,Uncategorized,0.0
lazer printer,BC597764108,lazer printer,18,Technology,Uncategorized,0.0
Reception Sofa RS-100,BC892012381,reception sofa rs-100,5,Furniture,Uncategorized,0.0
komputer,BC266123743,komputer,9,Technology,Uncategorized,0.0
office desk,BC712750316,office desk,3,Furniture,Uncategorized,0.0
work desk,BC920917342,work desk,3,Furniture,Uncategorized,0.0
armoire,BC220658235,armoire,2,Furniture,Uncategorized,0.0
Used white reception sofa,BC349832483,used white reception sofa,5,Furniture,Uncategorized,0.0
24/7 support site license,BC668455421,247 support site license,15,Services,Uncategorized,0.0
workstation,BC775559969,workstation,20,Technology,Uncategorized,0.0
テクニカルサポート,BC402918178,テクニカルサホート,0,Services,Uncategorized,0.0
on-site support plan,BC723926702,on-site support plan,13,Services,Uncategorized,0.0
display,BC245047170,display,20,Technology,Uncategorized,0.0
armoire Model X-144 - Refurbished,BC197915848,armoire model x-144 - refurbished,1,Furniture,Uncategorized,0.0
scanner new,BC626232278,scanner new,18,Technology,Uncategorized,0.0
escritorio,BC438718269,escritorio,3,Furniture,Uncategorized,0.0
all-in-one enterprise,BC368523822,all-in-one enterprise,4,Technology,Uncategorized,0.0
drucker touchscreen v2,BC808101187,drucker touchscreen v2,8,Technology,Uncategorized,0.0
copier,BC506258874,copier,20,Technology,Uncategorized,0.0
Ricoh Aficio dual-band,BC527392079,ricoh aficio dual-band,8,Technology,Uncategorized,0.0
black cabnet Model C-689,BC783858343,black cabnet model c-689,1,Furniture,Uncategorized,0.0
file cabinet Model Pro-619,BC718724891,file cabinet model pro-619,1,Furniture,Uncategorized,0.0
стул,BC797299908,стул,19,Furniture,Uncategorized,0.0
Knoll office sofa,BC833606377,knoll office sofa,5,Furniture,Uncategorized,0.0
gabinete,BC602574675,gabinete,2,Furniture,Uncategorized,0.0
bureau,BC447972640,bureau,19,Furniture,Uncategorized,0.0
